代號,名稱,所在村里,住址,座標住址,座標緯度,座標經度
100040200128,中山社區活動中心1樓,新竹縣竹東鎮仁愛里,新竹縣竹東鎮大同路257號,新竹縣竹東鎮鷄林里14鄰大同路257號,24.736964,121.094167
100040200129,中山國民小學(四),新竹縣竹東鎮仁愛里,新竹縣竹東鎮中山路70號,新竹縣竹東鎮中正里15鄰中山路56號,24.733774,121.092458
100040200130,大同國民小學(一),新竹縣竹東鎮仁愛里,新竹縣竹東鎮榮樂里莊敬路111號,新竹縣竹東鎮榮樂里17鄰莊敬路111號,24.7403,121.088685
100040200131,私立上智小學,新竹縣竹東鎮忠孝里,新竹縣竹東鎮東寧路3段205號,新竹縣竹東鎮忠孝里5鄰東寧路三段205號,24.741249,121.085016
100040200132,台灣基督長老教會竹東教會,新竹縣竹東鎮忠孝里,新竹縣竹東鎮忠孝里長春路3段121號,新竹縣竹東鎮忠孝里8鄰長春路三段121號,24.742706,121.084139
100040200133,大同國民小學(二),新竹縣竹東鎮榮樂里,新竹縣竹東鎮榮樂里莊敬路111號,新竹縣竹東鎮榮樂里17鄰莊敬路111號,24.7403,121.088685
100040200134,大同國民小學(三),新竹縣竹東鎮榮樂里,新竹縣竹東鎮榮樂里莊敬路111號,新竹縣竹東鎮榮樂里17鄰莊敬路111號,24.7403,121.088685
100040200135,大同國民小學(四),新竹縣竹東鎮榮華里,新竹縣竹東鎮榮樂里莊敬路111號,新竹縣竹東鎮榮樂里17鄰莊敬路111號,24.7403,121.088685
100040200136,大同國民小學(五),新竹縣竹東鎮榮華里,新竹縣竹東鎮榮樂里莊敬路111號,新竹縣竹東鎮榮樂里17鄰莊敬路111號,24.7403,121.088685
100040200137,大同國民小學(六),新竹縣竹東鎮榮華里,新竹縣竹東鎮榮樂里莊敬路111號,新竹縣竹東鎮榮樂里17鄰莊敬路111號,24.7403,121.088685
100040200138,自強國民中學(一),新竹縣竹東鎮榮華里,新竹縣竹東鎮自強路169號,新竹縣竹東鎮榮華里33鄰自強路169號,24.745265,121.0856
100040200139,自強國民中學(二),新竹縣竹東鎮榮華里,新竹縣竹東鎮自強路169號,新竹縣竹東鎮榮華里33鄰自強路169號,24.745265,121.0856
100040200140,五豐里集會所-春福麗晶大樓二樓,新竹縣竹東鎮五豐里,新竹縣竹東鎮長春路3段374號2樓,新竹縣竹東鎮五豐里4鄰長春路三段374號,24.747634,121.080499
100040200141,自強國民中學(三),新竹縣竹東鎮五豐里,新竹縣竹東鎮自強路169號,新竹縣竹東鎮榮華里33鄰自強路169號,24.745265,121.0856
100040200142,自強國民中學(四),新竹縣竹東鎮五豐里,新竹縣竹東鎮自強路169號,新竹縣竹東鎮榮華里33鄰自強路169號,24.745265,121.0856
100040200143,自強國民中學(五),新竹縣竹東鎮五豐里,新竹縣竹東鎮自強路169號,新竹縣竹東鎮榮華里33鄰自強路169號,24.745265,121.0856
100040200144,凱旋大地社區管理中心二樓,新竹縣竹東鎮五豐里,新竹縣竹東鎮康莊路170號,新竹縣竹東鎮五豐里47鄰康莊街170號,24.738151,121.082338
100040200145,甘露寺,新竹縣竹東鎮五豐里,新竹縣竹東鎮敦睦街47號,新竹縣竹東鎮五豐里30鄰敦睦街47號,24.744549,121.080823
100040200146,陸豐里集會所,新竹縣竹東鎮陸豐里,新竹縣竹東鎮陸豐里荳子埔37-5號,新竹縣竹東鎮陸豐里3鄰荳子埔37之5號,24.763921,121.077128
100040200147,三重里集會所,新竹縣竹東鎮三重里,新竹縣竹東鎮三重里中興路2段152巷30號,新竹縣竹東鎮三重里10鄰中興路二段152巷30號,24.76052,121.064446
100040200148,二重國民小學(一),新竹縣竹東鎮三重里,新竹縣竹東鎮二重里光明路32號,新竹縣竹東鎮二重里11鄰光明路32號,24.767497,121.05731
100040200149,二重國民小學(二),新竹縣竹東鎮三重里,新竹縣竹東鎮二重里光明路32號,新竹縣竹東鎮二重里11鄰光明路32號,24.767497,121.05731
100040200150,三重里呂泉水宅,新竹縣竹東鎮三重里,新竹縣竹東鎮中興路2段5巷8弄1號,新竹縣竹東鎮三重里20鄰中興路二段5巷8弄1號,24.757707,121.066501
100040200151,永大實木地板有限公司,新竹縣竹東鎮三重里,新竹縣竹東鎮三重里中興路1段151號,新竹縣竹東鎮三重里15鄰中興路一段151號,24.753914,121.072512
100040200152,二重社區活動中心,新竹縣竹東鎮二重里,新竹縣竹東鎮二重里中興路3段73巷23號,新竹縣竹東鎮二重里1鄰中興路三段73巷23號,24.765613,121.056781
100040200153,二重國民中學,新竹縣竹東鎮二重里,新竹縣竹東鎮二重里學府路132號,新竹縣竹東鎮二重里2鄰學府路108號,24.765108,121.055084
100040200154,放翁清境社區服務中心,新竹縣竹東鎮二重里,新竹縣竹東鎮二重里學府東路318號,新竹縣竹東鎮二重里5鄰學府東路318號,24.754258,121.056187
100040200155,二重國民小學(三),新竹縣竹東鎮二重里,新竹縣竹東鎮二重里光明路32號,新竹縣竹東鎮二重里11鄰光明路32號,24.767497,121.05731
100040200156,二重國民小學(四),新竹縣竹東鎮二重里,新竹縣竹東鎮二重里光明路32號,新竹縣竹東鎮二重里11鄰光明路32號,24.767497,121.05731
100040200157,二重國民小學(五),新竹縣竹東鎮二重里,新竹縣竹東鎮二重里光明路32號,新竹縣竹東鎮二重里11鄰光明路32號,24.767497,121.05731
100040200158,二重國民小學(六),新竹縣竹東鎮二重里,新竹縣竹東鎮二重里光明路32號,新竹縣竹東鎮二重里11鄰光明路32號,24.767497,121.05731
100040200159,竹中國民小學(一),新竹縣竹東鎮頭重里,新竹縣竹東鎮頭重里竹中路104巷14號,新竹縣竹東鎮頭重里17鄰竹中路104巷12號,24.78082,121.029868
100040200160,竹中國民小學(二),新竹縣竹東鎮頭重里,新竹縣竹東鎮頭重里竹中路104巷14號,新竹縣竹東鎮頭重里17鄰竹中路104巷12號,24.78082,121.029868
100040200161,竹中國民小學(三),新竹縣竹東鎮頭重里,新竹縣竹東鎮頭重里竹中路104巷14號,新竹縣竹東鎮頭重里17鄰竹中路104巷12號,24.78082,121.029868
100040200162,竹中國民小學(四),新竹縣竹東鎮頭重里,新竹縣竹東鎮頭重里竹中路104巷14號,新竹縣竹東鎮頭重里17鄰竹中路104巷12號,24.78082,121.029868
100040200163,竹中國民小學(五),新竹縣竹東鎮員山里,新竹縣竹東鎮頭重里竹中路104巷14號,新竹縣竹東鎮頭重里17鄰竹中路104巷12號,24.78082,121.029868
100040200164,員山里集會所,新竹縣竹東鎮員山里,新竹縣竹東鎮下員山路255號,新竹縣竹東鎮員山里12鄰下員山路255號,24.789358,121.034055
100040200165,柯湖里集會所,新竹縣竹東鎮柯湖里,新竹縣竹東鎮柯湖里柯湖路3段291號,新竹縣竹東鎮柯湖里4鄰柯湖路三段291號,24.759293,121.037235
100040300166,新埔國小,新竹縣新埔鎮新埔里,新竹縣新埔鎮四座里中正路366號,新竹縣新埔鎮四座里1鄰中正路366號,24.828126,121.079138
100040300167,新埔鎮文昌祠,新竹縣新埔鎮新生里,新竹縣新埔鎮新民里成功街202巷7號,新竹縣新埔鎮新民里15鄰成功街202巷7號,24.829095,121.075058
100040300168,新埔鎮公所車庫,新竹縣新埔鎮新民里,新竹縣新埔鎮新民里中正路776號,新竹縣新埔鎮新民里3鄰中正路776號,24.828042,121.071278
100040300169,新埔國中,新竹縣新埔鎮田新里,新竹縣新埔鎮田新里中正路792號,新竹縣新埔鎮田新里1鄰中正路792號,24.827976,121.070969
100040300170,新埔國中,新竹縣新埔鎮田新里,新竹縣新埔鎮田新里中正路792號,新竹縣新埔鎮田新里1鄰中正路792號,24.827976,121.070969
100040300171,新埔鎮老人會館,新竹縣新埔鎮田新里,新竹縣新埔鎮田新里文德路三段248巷1號,新竹縣新埔鎮田新里11鄰文德路三段248巷1號,24.826079,121.07794
100040300172,旱坑社區活動中心,新竹縣新埔鎮旱坑里,新竹縣新埔鎮旱坑里旱坑路一段87號,新竹縣新埔鎮旱坑里6鄰旱坑路一段87號,24.833977,121.074771
100040300173,新星國小,新竹縣新埔鎮旱坑里,新竹縣新埔鎮新民里民生街28號,新竹縣新埔鎮新民里13鄰民生街28號,24.829861,121.073235
100040300174,五埔日間照顧中心,新竹縣新埔鎮五埔里,新竹縣新埔鎮五埔里新關路五埔段183號,新竹縣新埔鎮五埔里3鄰新關路五埔段183號,24.816221,121.108502
100040300175,五埔社區活動中心,新竹縣新埔鎮五埔里,新竹縣新埔鎮五埔里新關路五埔段507巷71號,新竹縣新埔鎮五埔里18鄰新關路五埔段507巷71號,24.818836,121.096815
100040300176,新埔鎮立圖書館,新竹縣新埔鎮四座里,新竹縣新埔鎮四座里文化街142號,新竹縣新埔鎮四座里3鄰文化街142號,24.827164,121.079791
100040300177,四座社區活動中心,新竹縣新埔鎮四座里,新竹縣新埔鎮四座里楊新路一段39巷2號,新竹縣新埔鎮四座里6鄰楊新路一段39巷2號,24.828672,121.08172
100040300178,新埔國小,新竹縣新埔鎮四座里,新竹縣新埔鎮四座里中正路366號,新竹縣新埔鎮四座里1鄰中正路366號,24.828126,121.079138
100040300179,照門國小,新竹縣新埔鎮照門里,新竹縣新埔鎮照門里39號,新竹縣新埔鎮照門里16鄰石門39號,24.866044,121.121934
100040300180,清水社區活動中心,新竹縣新埔鎮清水里,新竹縣新埔鎮清水里139號,新竹縣新埔鎮清水里7鄰汶水坑137之1號,24.867558,121.137291
100040300181,鹿鳴里集會所,新竹縣新埔鎮鹿鳴里,新竹縣新埔鎮鹿鳴里黃梨園35之5號,新竹縣新埔鎮鹿鳴里5鄰黃梨園35之5號,24.843315,121.129271
100040300182,新北社區活動中心,新竹縣新埔鎮新北里,新竹縣新埔鎮新北里45之3號,新竹縣新埔鎮新北里6鄰北打鐵坑45之3號,24.847415,121.145034
100040300183,三元宮,新竹縣新埔鎮巨埔里,新竹縣新埔鎮巨埔里新龍路636號,新竹縣新埔鎮巨埔里10鄰新龍路636號,24.840312,121.121771
100040300184,內立社區活動中心,新竹縣新埔鎮內立里,新竹縣新埔鎮內立里關埔路內立段203巷45弄11號,新竹縣新埔鎮內立里8鄰關埔路內立段203巷45弄13號,24.813864,121.083084
100040300185,寶石國小,新竹縣新埔鎮寶石里,新竹縣新埔鎮寶石里關埔路內立段672號,新竹縣新埔鎮寶石里9鄰關埔路內立段672號,24.816246,121.079052
100040300186,黃錦淮宅,新竹縣新埔鎮文山里,新竹縣新埔鎮文山里文山路亞東段605號,新竹縣新埔鎮文山里7鄰文山路亞東段605號,24.826172,121.052997
100040300187,新埔鎮立幼兒園(文山分班),新竹縣新埔鎮文山里,新竹縣新埔鎮文山里文華路11巷9號,新竹縣新埔鎮文山里12鄰文華路11巷9號,24.829163,121.042339
100040300188,鍾瑞芳宅,新竹縣新埔鎮文山里,新竹縣新埔鎮文山里文山路犂頭山段1026巷6號,新竹縣新埔鎮文山里27鄰文山路犂頭山段1026巷6號,24.833703,121.028647
100040300189,枋寮國小,新竹縣新埔鎮上寮里,新竹縣新埔鎮上寮里義民路二段350號,新竹縣新埔鎮上寮里6鄰義民路二段350號,24.836939,121.051827
100040300190,枋寮國小,新竹縣新埔鎮上寮里,新竹縣新埔鎮上寮里義民路二段350號,新竹縣新埔鎮上寮里6鄰義民路二段350號,24.836939,121.051827
100040300191,義民廟上活動中心,新竹縣新埔鎮下寮里,新竹縣新埔鎮下寮里義民路三段360號,新竹縣新埔鎮下寮里11鄰義民路三段360號,24.843354,121.036271
100040300192,義民廟活動中心,新竹縣新埔鎮下寮里,新竹縣新埔鎮下寮里義民路三段360號,新竹縣新埔鎮下寮里11鄰義民路三段360號,24.843354,121.036271
100040300193,南平社區活動中心,新竹縣新埔鎮南平里,新竹縣新埔鎮南平里南平路558號,新竹縣新埔鎮南平里5鄰南平路558號,24.842725,121.066856
100040300194,北平社區活動中心,新竹縣新埔鎮北平里,新竹縣新埔鎮北平里大平窩63號之5,新竹縣新埔鎮北平里8鄰大平窩63號,24.853343,121.086784
100040400195,太和宮,新竹縣關西鎮東興里,新竹縣關西鎮東興里大同路30號,新竹縣關西鎮東興里1鄰大同路30號,24.790509,121.176809
100040400196,關西國民小學(一),新竹縣關西鎮西安里,新竹縣關西鎮西安里中山路126號,新竹縣關西鎮西安里7鄰中山路126號,24.702893,121.05411
100040400197,關西國民小學(二),新竹縣關西鎮西安里,新竹縣關西鎮西安里中山路126號,新竹縣關西鎮西安里7鄰中山路126號,24.702893,121.05411
100040400198,錦泰茶業股份有限公司,新竹縣關西鎮南雄里,新竹縣關西鎮南雄里中豐路一段336號,新竹縣關西鎮南雄里5鄰中豐路一段336號,24.78893,121.177047
100040400199,關西天主堂,新竹縣關西鎮北斗里,新竹縣關西鎮北斗里正義路126號,新竹縣關西鎮北斗里7鄰正義路126號,24.794329,121.176419
100040400200,關西國民中學(一),新竹縣關西鎮北斗里,新竹縣關西鎮北斗里北門口41號,新竹縣關西鎮北斗里12鄰北門口41號,24.798119,121.172907
100040400201,關西國民中學(二),新竹縣關西鎮北斗里,新竹縣關西鎮北斗里北門口41號,新竹縣關西鎮北斗里12鄰北門口41號,24.798119,121.172907
100040400202,北山里活動中心,新竹縣關西鎮北山里,新竹縣關西鎮北山里6-31號,新竹縣關西鎮北山里10鄰高橋坑6之1號,24.803062,121.162796
100040400203,仁安社區活動中心,新竹縣關西鎮仁安里,新竹縣關西鎮仁安里3號,新竹縣關西鎮仁安里7鄰拱子溝3號,24.801989,121.187015
100040400204,關西國民小學(三),新竹縣關西鎮南山里,新竹縣關西鎮西安里中山路126號,新竹縣關西鎮西安里7鄰中山路126號,24.702893,121.05411
100040400205,東安國民小學(一),新竹縣關西鎮東安里,新竹縣關西鎮東安里中山東路40號,新竹縣關西鎮東安里9鄰中山東路40號,24.790302,121.183916
100040400206,東安國民小學(二),新竹縣關西鎮東安里,新竹縣關西鎮東安里中山東路40號,新竹縣關西鎮東安里9鄰中山東路40號,24.790302,121.183916
100040400207,東安里集會所,新竹縣關西鎮東安里,新竹縣關西鎮東安里東山街48巷7號,新竹縣關西鎮東安里10鄰東山街48巷7號,24.793467,121.186707
100040400208,東山社區綜合活動中心,新竹縣關西鎮東山里,新竹縣關西鎮東山里湖肚35-2號,新竹縣關西鎮東山里5鄰湖肚35之2號,24.787517,121.188465
100040400209,富光國民中學,新竹縣關西鎮東光里,新竹縣關西鎮東光里十六張49號,新竹縣關西鎮東光里3鄰十六張49號,24.779962,121.180803
100040400210,南新社區老人休閒中心,新竹縣關西鎮南新里,新竹縣關西鎮南新里新城,新竹縣關西鎮南新里9鄰新城1號,24.765124,121.17313
100040400211,范徐員妹圖書紀念館,新竹縣關西鎮新富里,新竹縣關西鎮新富里老社寮2-3號,新竹縣關西鎮新富里1鄰老社寮2之3號,24.769777,121.176695
100040400212,玉山國民小學,新竹縣關西鎮玉山里,新竹縣關西鎮玉山里25號,新竹縣關西鎮玉山里4鄰赤柯山23號,24.75777,121.208301
100040400213,金山社區活動中心,新竹縣關西鎮金山里,新竹縣關西鎮金山里127號,新竹縣關西鎮金山里12鄰馬武督127號,24.767702,121.22436
100040400214,錦山里集會所,新竹縣關西鎮錦山里,新竹縣關西鎮錦山里20-16號,新竹縣關西鎮錦山里2鄰錦山20號,24.771504,121.231499
100040400215,大同里集會所,新竹縣關西鎮大同里,新竹縣關西鎮大同里12-3號,新竹縣關西鎮大同里2鄰茅子埔12之15號,24.80366,121.152424
100040400216,石光里集會所,新竹縣關西鎮石光里,新竹縣關西鎮石光里石岡子308巷46號,新竹縣關西鎮石光里6鄰石岡子308巷46號,24.813164,121.12999
100040400217,石光國民小學,新竹縣關西鎮石光里,新竹縣關西鎮石光里386號,新竹縣關西鎮石光里6鄰石岡子386號,24.81366,121.128999
100040400218,東平里集會所,新竹縣關西鎮東平里,新竹縣關西鎮東平里29-1號,新竹縣關西鎮東平里1鄰老[火庚]寮29之3號,24.819833,121.111334
100040400219,坪林國民小學,新竹縣關西鎮上林里,新竹縣關西鎮上林里11號,新竹縣關西鎮上林里11鄰坪林11號,24.800973,121.140246
100040400220,新力里集會所,新竹縣關西鎮新力里,新竹縣關西鎮新力里9-5號,新竹縣關西鎮新力里2鄰下橫坑9號,24.793769,121.131281
100040400221,南和民眾活動中心,新竹縣關西鎮南和里,新竹縣關西鎮南和里69號,新竹縣關西鎮南和里6鄰下南片69號,24.810295,121.118838
100040500222,和興國民小學,新竹縣湖口鄉和興村,新竹縣湖口鄉和興村德興路930號,新竹縣湖口鄉和興村11鄰德興路930號,24.927119,121.038942
100040500223,和興村集會所,新竹縣湖口鄉和興村,新竹縣湖口鄉和興村德和路128號,新竹縣湖口鄉和興村15鄰德和路128號,24.917043,121.045964
100040500224,東興村集會所,新竹縣湖口鄉東興村,新竹縣湖口鄉東興村德和路6號,新竹縣湖口鄉東興村9鄰德和路6號,24.915508,121.050202
100040500225,新湖國民小學(一),新竹縣湖口鄉東興村,新竹縣湖口鄉愛勢村民族街222號,新竹縣湖口鄉愛勢村16鄰民族街222號,24.905875,121.047431
100040500226,東興村和興鎮活動中心,新竹縣湖口鄉東興村,新竹縣湖口鄉東興村德和路76巷1號,新竹縣湖口鄉東興村19鄰德和路76巷1號,24.917062,121.047748
100040500227,德盛村集會所,新竹縣湖口鄉德盛村,新竹縣湖口鄉德盛村德興路127巷13號,新竹縣湖口鄉德盛村18鄰德興路127巷13號,24.908867,121.044254
100040500228,新湖國民小學(二),新竹縣湖口鄉德盛村,新竹縣湖口鄉愛勢村民族街222號,新竹縣湖口鄉愛勢村16鄰民族街222號,24.905875,121.047431
100040500229,新湖國民中學(一),新竹縣湖口鄉德盛村,新竹縣湖口鄉信勢村新湖路200號,新竹縣湖口鄉信勢村24鄰新湖路200號,24.902872,121.035716
100040500230,新湖國民小學(三),新竹縣湖口鄉愛勢村,新竹縣湖口鄉愛勢村民族街222號,新竹縣湖口鄉愛勢村16鄰民族街222號,24.905875,121.047431
100040500231,新湖國民小學(四),新竹縣湖口鄉愛勢村,新竹縣湖口鄉愛勢村民族街222號,新竹縣湖口鄉愛勢村16鄰民族街222號,24.905875,121.047431
100040500232,新湖國民小學(五),新竹縣湖口鄉愛勢村,新竹縣湖口鄉愛勢村民族街222號,新竹縣湖口鄉愛勢村16鄰民族街222號,24.905875,121.047431
100040500233,仁勢村集會所,新竹縣湖口鄉仁勢村,新竹縣湖口鄉仁勢村民生街61號,新竹縣湖口鄉仁勢村9鄰民生街61號,24.902084,121.046597
100040500234,湖口鄉圖書館一樓,新竹縣湖口鄉孝勢村,新竹縣湖口鄉孝勢村忠孝路15號,新竹縣湖口鄉孝勢村1鄰忠孝路13號,24.901313,121.044229
100040500235,湖口農會客家樓辦事處,新竹縣湖口鄉中勢村,新竹縣湖口鄉中勢村中平路一段510號,新竹縣湖口鄉中勢村1鄰中平路一段510號,24.898018,121.06156
100040500236,湖口顯聖宮活動中心,新竹縣湖口鄉中勢村,新竹縣湖口鄉愛勢村民生街120號,新竹縣湖口鄉愛勢村7鄰民生街120號,24.902892,121.047989
100040500237,湖口高中(一),新竹縣湖口鄉中正村,新竹縣湖口鄉中正村中正路二段263巷21號,新竹縣湖口鄉中正村11鄰中正路二段263巷21號,24.890784,121.051839
100040500238,湖口高中(二),新竹縣湖口鄉中正村,新竹縣湖口鄉中正村中正路二段263巷21號,新竹縣湖口鄉中正村11鄰中正路二段263巷21號,24.890784,121.051839
100040500239,湖口鄉老人會館,新竹縣湖口鄉信勢村,新竹縣湖口鄉信勢村德興路15巷32號,新竹縣湖口鄉信勢村1鄰德興路15巷30號,24.904811,121.044687
100040500240,新湖國民中學(二),新竹縣湖口鄉信勢村,新竹縣湖口鄉信勢村新湖路200號,新竹縣湖口鄉信勢村24鄰新湖路200號,24.902872,121.035716
100040500241,信勢國民小學(一),新竹縣湖口鄉信勢村,新竹縣湖口鄉信義村成功路360號,新竹縣湖口鄉信義村1鄰成功路360號,24.899994,121.038081
100040500242,信勢國民小學(二),新竹縣湖口鄉信勢村,新竹縣湖口鄉信義村成功路360號,新竹縣湖口鄉信義村1鄰成功路360號,24.899994,121.038081
100040500243,信勢國民小學(三),新竹縣湖口鄉信義村,新竹縣湖口鄉信義村成功路360號,新竹縣湖口鄉信義村1鄰成功路360號,24.899994,121.038081
100040500244,信勢國民小學(四),新竹縣湖口鄉信義村,新竹縣湖口鄉信義村成功路360號,新竹縣湖口鄉信義村1鄰成功路360號,24.899994,121.038081
100040500245,波羅村集會所活動中心,新竹縣湖口鄉波羅村,新竹縣湖口鄉波羅村千禧路32號,新竹縣湖口鄉波羅村11鄰千禧路32號,24.884958,121.02807
100040500246,波羅汶三元宮,新竹縣湖口鄉波羅村,新竹縣湖口鄉波羅村三元路二段82號,新竹縣湖口鄉波羅村3鄰三元路二段82號,24.891222,121.02028
100040500247,長嶺社區活動中心,新竹縣湖口鄉長嶺村,新竹縣湖口鄉長嶺村中平路二段439巷巷內,新竹縣湖口鄉長嶺村8鄰中平路二段439巷1號,24.891313,121.078483
100040500248,佳佳幼兒園,新竹縣湖口鄉長嶺村,新竹縣湖口鄉長嶺村中平路一段755號,新竹縣湖口鄉長嶺村15鄰中平路一段755號,24.89582,121.067732
100040500249,長安社區活動中心,新竹縣湖口鄉長安村,新竹縣湖口鄉長安村長安路381號,新竹縣湖口鄉長安村8鄰長安路337號,24.884629,121.09643
100040500250,湖口國民小學,新竹縣湖口鄉湖口村,新竹縣湖口鄉湖口村八德路二段182號,新竹縣湖口鄉湖口村3鄰八德路二段182號,24.87878,121.06051
100040500251,湖口村集會所活動中心,新竹縣湖口鄉湖口村,新竹縣湖口鄉湖口村中美東路358巷27號,新竹縣湖口鄉湖口村16鄰中美東路358巷27號,24.886069,121.060383
100040500252,湖鏡村集會所,新竹縣湖口鄉湖鏡村,新竹縣湖口鄉湖鏡村八德路二段78巷36弄50號,新竹縣湖口鄉湖鏡村4鄰八德路二段78巷36弄50號,24.877468,121.05562
100040500253,湖口高中(三),新竹縣湖口鄉湖鏡村,新竹縣湖口鄉中正村中正路2段263巷21號,新竹縣湖口鄉中正村11鄰中正路二段263巷21號,24.890784,121.051839
100040500254,湖南村集會所,新竹縣湖口鄉湖南村,新竹縣湖口鄉湖南村八德路一段652巷2號,新竹縣湖口鄉湖南村6鄰八德路一段652巷2號,24.877302,121.050183
100040500255,中興國民小學(一),新竹縣湖口鄉中興村,新竹縣湖口鄉勝利村吉祥街43號,新竹縣湖口鄉勝利村15鄰吉祥街41號,24.866277,121.029039
100040500256,中興國民小學(二),新竹縣湖口鄉中興村,新竹縣湖口鄉勝利村吉祥街43號,新竹縣湖口鄉勝利村15鄰吉祥街41號,24.866277,121.029039
100040500257,中興村民眾活動中心,新竹縣湖口鄉中興村,新竹縣湖口鄉中興村工業一路85號,新竹縣湖口鄉中興村24鄰工業一路83號,24.868242,121.027564
100040500258,中興國民小學(三),新竹縣湖口鄉中興村,新竹縣湖口鄉勝利村吉祥街43號,新竹縣湖口鄉勝利村15鄰吉祥街41號,24.866277,121.029039
100040500259,華興國民小學(一),新竹縣湖口鄉鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,新竹縣湖口鄉鳳凰村17鄰文化路113號,24.871603,121.016402
100040500260,華興國民小學(二),新竹縣湖口鄉鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,新竹縣湖口鄉鳳凰村17鄰文化路113號,24.871603,121.016402
100040500261,鳳凰社區活動中心,新竹縣湖口鄉鳳凰村,新竹縣湖口鄉鳳凰村仁和路90號,新竹縣湖口鄉鳳凰村21鄰仁和路88號,24.873271,121.013719
100040500262,中正國民中學,新竹縣湖口鄉鳳凰村,新竹縣湖口鄉鳳凰村仁興路135號,新竹縣湖口鄉鳳凰村28鄰仁興路135號,24.873677,121.016705
100040500263,老人文康活動中心,新竹縣湖口鄉勝利村,新竹縣湖口鄉勝利村新生路122號,新竹縣湖口鄉勝利村6鄰新生路122號,24.866059,121.026017
100040500264,中興國民小學(四),新竹縣湖口鄉勝利村,新竹縣湖口鄉勝利村吉祥街43號,新竹縣湖口鄉勝利村15鄰吉祥街41號,24.866277,121.029039
100040500265,勝利村集會所,新竹縣湖口鄉勝利村,新竹縣湖口鄉勝利村勝利路二段19巷18號,新竹縣湖口鄉勝利村15鄰勝利路二段19巷19號,24.865399,121.028649
100040500266,鳳山社區活動中心,新竹縣湖口鄉鳳山村,新竹縣湖口鄉鳳山村榮光路120號,新竹縣湖口鄉鳳山村12鄰榮光路120號,24.858093,121.013551
100040500267,鳳山村集會所,新竹縣湖口鄉鳳山村,新竹縣湖口鄉鳳山村瑞安街22巷2號,新竹縣湖口鄉鳳山村19鄰瑞安街22巷4號,24.860781,121.022
100040500268,寧園安養院,新竹縣湖口鄉鳳山村,新竹縣湖口鄉鳳山村榮光路19號,新竹縣湖口鄉鳳山村12鄰榮光路19號,24.857975,121.013058
100040600269,福龍國小,新竹縣新豐鄉福興村,新竹縣新豐鄉福興村113號,新竹縣新豐鄉福興村6鄰圓山子111號,24.931179,121.035541
100040600270,青埔老人會館,新竹縣新豐鄉青埔村,新竹縣新豐鄉青埔村80之1號,新竹縣新豐鄉青埔村6鄰青埔子80之1號,24.927965,121.013326
100040600271,中崙村集會所,新竹縣新豐鄉中崙村,新竹縣新豐鄉中崙村37號,新竹縣新豐鄉中崙村2鄰中崙37號,24.900085,120.998205
100040600272,中崙活動中心,新竹縣新豐鄉中崙村,新竹縣新豐鄉中崙村37號,新竹縣新豐鄉中崙村2鄰中崙37號,24.900085,120.998205
100040600273,瑞興國小,新竹縣新豐鄉瑞興村,新竹縣新豐鄉瑞興村63號,新竹縣新豐鄉瑞興村4鄰崁頭63之2號,24.911182,121.008592
100040600274,福興國小(一),新竹縣新豐鄉後湖村,新竹縣新豐鄉後湖村108號,新竹縣新豐鄉後湖村6鄰後湖子108號,24.932755,121.009362
100040600275,福興國小(二),新竹縣新豐鄉後湖村,新竹縣新豐鄉後湖村108號,新竹縣新豐鄉後湖村6鄰後湖子108號,24.932755,121.009362
100040600276,坡頭活動中心,新竹縣新豐鄉坡頭村,新竹縣新豐鄉坡頭村91號,新竹縣新豐鄉坡頭村5鄰坡子頭91號,24.925639,120.981023
100040600277,埔和國小,新竹縣新豐鄉埔和村,新竹縣新豐鄉埔和村466號,新竹縣新豐鄉埔和村18鄰埔頂466號,24.920907,120.981579
100040600278,埔和活動中心,新竹縣新豐鄉埔和村,新竹縣新豐鄉埔和村397號,新竹縣新豐鄉埔和村15鄰埔頂397號,24.922773,120.987718
100040600279,新豐村托兒所,新竹縣新豐鄉新豐村,新竹縣新豐鄉新豐村203號,新竹縣新豐鄉新豐村7鄰紅毛205之1號,24.916822,120.976004
100040600280,新豐活動中心,新竹縣新豐鄉新豐村,新竹縣新豐鄉新豐村池府路149號,新竹縣新豐鄉新豐村15鄰池府路149號,24.9101,120.976634
100040600281,員山活動中心,新竹縣新豐鄉員山村,新竹縣新豐鄉忠孝村忠一街216號,新竹縣新豐鄉忠孝村6鄰忠一街216號,24.87927,120.997927
100040600282,仰德高中,新竹縣新豐鄉員山村,新竹縣新豐鄉員山村133號,新竹縣新豐鄉員山村7鄰員山133號,24.881043,121.005158
100040600283,忠孝國中(一),新竹縣新豐鄉忠孝村,新竹縣新豐鄉忠孝村孝六街1號,新竹縣新豐鄉忠孝村5鄰孝六街1號,24.879495,120.999463
100040600284,忠孝國中(二),新竹縣新豐鄉忠孝村,新竹縣新豐鄉忠孝村孝六街1號,新竹縣新豐鄉忠孝村5鄰孝六街1號,24.879495,120.999463
100040600285,忠孝國中(三),新竹縣新豐鄉忠孝村,新竹縣新豐鄉忠孝村孝六街1號,新竹縣新豐鄉忠孝村5鄰孝六街1號,24.879495,120.999463
