代號,名稱,所在村里,住址,座標住址,座標緯度,座標經度
100020200081,義消聯誼會,宜蘭縣羅東鎮大新里,宜蘭縣羅東鎮大新里中正路128號,宜蘭縣羅東鎮大新里17鄰中正路128號,24.676037,121.771374
100020200082,東安社區活動中心,宜蘭縣羅東鎮東安里,宜蘭縣羅東鎮東安里天祥路171號,宜蘭縣羅東鎮東安里7鄰天祥路171號,24.685698,121.770889
100020200083,羅東獅子會館,宜蘭縣羅東鎮東安里,宜蘭縣羅東鎮東安里天祥路360號,宜蘭縣羅東鎮東安里23鄰天祥路360號,24.680716,121.776825
100020200084,愛貝爾幼兒園,宜蘭縣羅東鎮東安里,宜蘭縣羅東鎮東安里陽明路158號,宜蘭縣羅東鎮東安里27鄰陽明路158號,24.679779,121.776596
100020200085,新群社區活動中心,宜蘭縣羅東鎮新群里,宜蘭縣羅東鎮新群里月眉路300號,宜蘭縣羅東鎮新群里3鄰月眉路300號,24.667267,121.792181
100020200086,救安宮,宜蘭縣羅東鎮新群里,宜蘭縣羅東鎮新群里中山路1段460號,宜蘭縣羅東鎮新群里9鄰中山路一段460號,24.672955,121.789393
100020200087,羅莊社區活動中心,宜蘭縣羅東鎮羅莊里,宜蘭縣羅東鎮羅莊里羅莊街357號,宜蘭縣羅東鎮羅莊里3鄰羅莊街357號,24.671608,121.779693
100020200088,小甜甜幼兒園,宜蘭縣羅東鎮羅莊里,宜蘭縣羅東鎮羅莊里南宜二路16號,宜蘭縣羅東鎮羅莊里22鄰南宜二路16號,24.6707,121.776776
100020200089,第三號公園管理站(南昌社區活動中心),宜蘭縣羅東鎮南昌里,宜蘭縣羅東鎮南昌里站前南路1號,宜蘭縣羅東鎮南昌里5鄰站前南路1號,24.669003,121.772483
100020200090,羅東國小,宜蘭縣羅東鎮南昌里,宜蘭縣羅東鎮南昌里民族路1號,宜蘭縣羅東鎮南昌里8鄰民族路1號,24.673126,121.772461
100020200091,成功國小,宜蘭縣羅東鎮南豪里,宜蘭縣羅東鎮成功里興東南路100號,宜蘭縣羅東鎮成功里2鄰興東南路100號,24.672712,121.762497
100020200092,羅東鎮立體育館,宜蘭縣羅東鎮成功里,宜蘭縣羅東鎮成功里體育路15號,宜蘭縣羅東鎮成功里3鄰體育路15號,24.670864,121.767546
100020200093,仁德社區活動中心,宜蘭縣羅東鎮仁德里,宜蘭縣羅東鎮仁德里忠義巷92-1號,宜蘭縣羅東鎮仁德里13鄰忠義巷92之1號,24.673559,121.766323
100020200094,震安宮(香客大樓一樓),宜蘭縣羅東鎮仁和里,宜蘭縣羅東鎮仁和里中正路35號,宜蘭縣羅東鎮仁和里6鄰中正路35號,24.673539,121.770495
100020200095,扶輪兒童美語圖書館,宜蘭縣羅東鎮中山里,宜蘭縣羅東鎮集祥里民權路110號,宜蘭縣羅東鎮集祥里6鄰民權路110號,24.675905,121.768906
100020200096,聖安宮,宜蘭縣羅東鎮漢民里,宜蘭縣羅東鎮漢民里忠孝路48號,宜蘭縣羅東鎮漢民里5鄰忠孝路48號,24.676008,121.764885
100020200097,孔子廟,宜蘭縣羅東鎮漢民里,宜蘭縣羅東鎮漢民里北成路1段26號,宜蘭縣羅東鎮漢民里10鄰北成路一段26號,24.675646,121.761626
100020200098,漢民社區活動中心,宜蘭縣羅東鎮漢民里,宜蘭縣羅東鎮漢民里純精路1段219號,宜蘭縣羅東鎮漢民里16鄰純精路一段219號,24.673733,121.763454
100020200099,慶昌宮(維安守望相助隊),宜蘭縣羅東鎮維揚里,宜蘭縣羅東鎮維揚里西寧路66號,宜蘭縣羅東鎮維揚里1鄰西寧路66號,24.673134,121.761665
100020200100,爐源寺,宜蘭縣羅東鎮維揚里,宜蘭縣羅東鎮維揚里維揚路55巷16號,宜蘭縣羅東鎮維揚里19鄰維揚路55巷16號,24.671522,121.761821
100020200101,羅東鎮立養護所,宜蘭縣羅東鎮維揚里,宜蘭縣羅東鎮維揚里維揚路132號,宜蘭縣羅東鎮維揚里5鄰維揚路132號,24.672077,121.759728
100020200102,維安社區活動中心,宜蘭縣羅東鎮西安里,宜蘭縣羅東鎮西安里西安街468號,宜蘭縣羅東鎮西安里5鄰西安街468號,24.667476,121.754373
100020200103,羅東鎮農會(三館),宜蘭縣羅東鎮西安里,宜蘭縣羅東鎮西安里純精路1段109號,宜蘭縣羅東鎮西安里6鄰純精路一段109號,24.67064,121.764011
100020200104,興安宮辦公室,宜蘭縣羅東鎮北成里,宜蘭縣羅東鎮北成里北成路2段38號,宜蘭縣羅東鎮北成里11鄰北成路二段38號,24.679257,121.753846
100020200105,永福宮,宜蘭縣羅東鎮北成里,宜蘭縣羅東鎮北成里北投街62巷65號,宜蘭縣羅東鎮北成里7鄰北投街62巷65號,24.674075,121.751721
100020200106,北成國小,宜蘭縣羅東鎮北成里,宜蘭縣羅東鎮北成里北成路1段125號,宜蘭縣羅東鎮北成里9鄰北成路一段125號,24.674813,121.758809
100020200107,北成國小,宜蘭縣羅東鎮國華里,宜蘭縣羅東鎮北成里北成路1段125號,宜蘭縣羅東鎮北成里9鄰北成路一段125號,24.674813,121.758809
100020200108,國華國中,宜蘭縣羅東鎮國華里,宜蘭縣羅東鎮賢文里國華街101號,宜蘭縣羅東鎮賢文里30鄰國華街101號,24.67764,121.761196
100020200109,國華國中,宜蘭縣羅東鎮國華里,宜蘭縣羅東鎮賢文里國華街101號,宜蘭縣羅東鎮賢文里30鄰國華街101號,24.67764,121.761196
100020200110,國華國中,宜蘭縣羅東鎮國華里,宜蘭縣羅東鎮賢文里國華街101號,宜蘭縣羅東鎮賢文里30鄰國華街101號,24.67764,121.761196
100020200111,國華國中,宜蘭縣羅東鎮賢文里,宜蘭縣羅東鎮賢文里國華街101號,宜蘭縣羅東鎮賢文里30鄰國華街101號,24.67764,121.761196
100020200112,羅東鎮衛生所,宜蘭縣羅東鎮賢文里,宜蘭縣羅東鎮賢文里民生路79號,宜蘭縣羅東鎮賢文里6鄰民生路79號,24.677529,121.766951
100020200113,公正國小,宜蘭縣羅東鎮賢文里,宜蘭縣羅東鎮賢文里公正路199號,宜蘭縣羅東鎮賢文里32鄰公正路199號,24.679607,121.766365
100020200114,公正國小,宜蘭縣羅東鎮公正里,宜蘭縣羅東鎮賢文里公正路199號,宜蘭縣羅東鎮賢文里32鄰公正路199號,24.679607,121.766365
100020200115,公正國小,宜蘭縣羅東鎮公正里,宜蘭縣羅東鎮賢文里公正路199號,宜蘭縣羅東鎮賢文里32鄰公正路199號,24.679607,121.766365
100020200116,羅東鎮老人會,宜蘭縣羅東鎮集祥里,宜蘭縣羅東鎮集祥里公園路113號,宜蘭縣羅東鎮集祥里6鄰公園路113號,24.676279,121.769104
100020200117,第一號公園管理站(信義社區活動中心),宜蘭縣羅東鎮信義里,宜蘭縣羅東鎮信義里中華路189號,宜蘭縣羅東鎮信義里21鄰中華路189號,24.683542,121.768578
100020200118,羅東國中,宜蘭縣羅東鎮信義里,宜蘭縣羅東鎮信義里中華路99號,宜蘭縣羅東鎮信義里25鄰中華路99號,24.682398,121.768092
100020200119,羅東國中,宜蘭縣羅東鎮信義里,宜蘭縣羅東鎮信義里中華路99號,宜蘭縣羅東鎮信義里25鄰中華路99號,24.682398,121.768092
100020200120,第五號公園管理站(樹林社區活動中心),宜蘭縣羅東鎮樹林里,宜蘭縣羅東鎮樹林里文林路130號,宜蘭縣羅東鎮樹林里13鄰文林路130號,24.683331,121.761391
100020200121,羅東高中,宜蘭縣羅東鎮樹林里,宜蘭縣羅東鎮樹林里公正路324號,宜蘭縣羅東鎮樹林里1鄰公正路324號,24.680697,121.762063
100020200122,羅東高中,宜蘭縣羅東鎮樹林里,宜蘭縣羅東鎮樹林里公正路324號,宜蘭縣羅東鎮樹林里1鄰公正路324號,24.680697,121.762063
100020200123,竹林國小,宜蘭縣羅東鎮竹林里,宜蘭縣羅東鎮竹林里復興路2段128號,宜蘭縣羅東鎮竹林里15鄰復興路二段128號,24.688759,121.766272
100020200124,竹林國小,宜蘭縣羅東鎮竹林里,宜蘭縣羅東鎮竹林里復興路2段128號,宜蘭縣羅東鎮竹林里15鄰復興路二段128號,24.688759,121.766272
100020200125,竹林國小,宜蘭縣羅東鎮竹林里,宜蘭縣羅東鎮竹林里復興路2段128號,宜蘭縣羅東鎮竹林里15鄰復興路二段128號,24.688759,121.766272
100020200126,永和寺,宜蘭縣羅東鎮仁愛里,宜蘭縣羅東鎮仁愛里復興路3段3號,宜蘭縣羅東鎮仁愛里20鄰復興路三段3號,24.692238,121.762937
100020200127,仁愛社區活動中心,宜蘭縣羅東鎮仁愛里,宜蘭縣羅東鎮仁愛里復興路3段577號,宜蘭縣羅東鎮仁愛里8鄰復興路三段577號,24.701422,121.756008
100020200128,羅東鎮立幼兒園,宜蘭縣羅東鎮仁愛里,宜蘭縣羅東鎮仁愛里復興路3段579號,宜蘭縣羅東鎮仁愛里8鄰復興路三段579號,24.701932,121.755832
100020300129,龍德社區(新)活動中心,宜蘭縣蘇澳鎮龍德里,宜蘭縣蘇澳鎮龍德里福德路177巷27號,宜蘭縣蘇澳鎮龍德里6鄰福德路177巷27號,24.640753,121.829575
100020300130,龍德社區(舊)活動中心,宜蘭縣蘇澳鎮龍德里,宜蘭縣蘇澳鎮龍德里福德路150號,宜蘭縣蘇澳鎮龍德里3鄰福德路150號,24.640204,121.832394
100020300131,龍德廟,宜蘭縣蘇澳鎮龍德里,宜蘭縣蘇澳鎮龍德里福德路130號,宜蘭縣蘇澳鎮龍德里3鄰福德路130號,24.639631,121.832379
100020300132,頂寮社區活動中心,宜蘭縣蘇澳鎮頂寮里,宜蘭縣蘇澳鎮頂寮里頂寮路20巷1號,宜蘭縣蘇澳鎮頂寮里10鄰頂寮路20巷1號,24.645035,121.832836
100020300133,建安廟,宜蘭縣蘇澳鎮永榮里,宜蘭縣蘇澳鎮永榮里永愛路250號,宜蘭縣蘇澳鎮永榮里14鄰永愛路250號,24.621889,121.837773
100020300134,永榮社區活動中心,宜蘭縣蘇澳鎮永榮里,宜蘭縣蘇澳鎮永榮里和平路51號,宜蘭縣蘇澳鎮永榮里12鄰和平路51號,24.621222,121.836165
100020300135,聖安宮,宜蘭縣蘇澳鎮永榮里,宜蘭縣蘇澳鎮永榮里大同南巷5號,宜蘭縣蘇澳鎮永榮里7鄰大同南巷7之2號,24.622398,121.83366
100020300136,存仁社區活動中心,宜蘭縣蘇澳鎮存仁里,宜蘭縣蘇澳鎮存仁里存仁路199之1號（功勞埔）,宜蘭縣蘇澳鎮存仁里2鄰存仁路199之1號,24.626249,121.841889
100020300137,大玄廟活動中心,宜蘭縣蘇澳鎮存仁里,宜蘭縣蘇澳鎮存仁里大成路49之1號（大坑罟）,宜蘭縣蘇澳鎮存仁里13鄰大成路49之1號,24.624693,121.850559
100020300138,永安宮生活館,宜蘭縣蘇澳鎮港邊里,宜蘭縣蘇澳鎮港邊里嶺脚路88之1號,宜蘭縣蘇澳鎮港邊里6鄰蘇濱路一段88之1號,24.610118,121.855234
100020300139,港口集會所,宜蘭縣蘇澳鎮港邊里,宜蘭縣蘇澳鎮港邊里港口路14號,宜蘭縣蘇澳鎮港邊里12鄰港口路12之1號,24.619025,121.848696
100020300140,社福大樓,宜蘭縣蘇澳鎮隘丁里,宜蘭縣蘇澳鎮隘丁里隘丁路36號,宜蘭縣蘇澳鎮隘丁里6鄰隘丁路36號,24.617804,121.835903
100020300141,隘丁社區活動中心,宜蘭縣蘇澳鎮隘丁里,宜蘭縣蘇澳鎮隘丁里城中路40號,宜蘭縣蘇澳鎮隘丁里7鄰城中路40號,24.615771,121.837047
100020300142,保安廟活動中心,宜蘭縣蘇澳鎮隘丁里,宜蘭縣蘇澳鎮隘丁里城南路22號,宜蘭縣蘇澳鎮隘丁里7鄰城南路22號,24.615087,121.836905
100020300143,慶安廟活動中心,宜蘭縣蘇澳鎮新城里,宜蘭縣蘇澳鎮新城里慶安路1號,宜蘭縣蘇澳鎮新城里2鄰慶安路1號,24.620412,121.827243
100020300144,蘇澳國小活動中心(國樂教室),宜蘭縣蘇澳鎮聖愛里,宜蘭縣蘇澳鎮蘇西里中山路1段366號,宜蘭縣蘇澳鎮蘇西里23鄰中山路一段366號,24.596747,121.841327
100020300145,蘇澳國中體育館(前),宜蘭縣蘇澳鎮聖愛里,宜蘭縣蘇澳鎮聖湖里中山路2段1號,宜蘭縣蘇澳鎮聖湖里16鄰中山路二段1號,24.595272,121.835429
100020300146,蘇澳國中體育館(後),宜蘭縣蘇澳鎮聖愛里,宜蘭縣蘇澳鎮聖湖里中山路2段1號,宜蘭縣蘇澳鎮聖湖里16鄰中山路二段1號,24.595272,121.835429
100020300147,蘇澳鎮立圖書館,宜蘭縣蘇澳鎮聖湖里,宜蘭縣蘇澳鎮聖湖里育才路6號,宜蘭縣蘇澳鎮聖湖里16鄰育才路6號,24.594691,121.836236
100020300148,聖湖社區活中心,宜蘭縣蘇澳鎮聖湖里,宜蘭縣蘇澳鎮聖湖里全祿街10號,宜蘭縣蘇澳鎮聖湖里17鄰全祿街10號,24.594726,121.834457
100020300149,寶山寺,宜蘭縣蘇澳鎮蘇西里,宜蘭縣蘇澳鎮蘇西里中原路25號,宜蘭縣蘇澳鎮蘇西里4鄰中原路25號,24.596443,121.849666
100020300150,蘇澳福德宮,宜蘭縣蘇澳鎮蘇西里,宜蘭縣蘇澳鎮蘇西里中山路1段198-16號,宜蘭縣蘇澳鎮蘇西里13鄰中山路一段198之16號,24.596825,121.846664
100020300151,蘇西社區活動中心,宜蘭縣蘇澳鎮蘇西里,宜蘭縣蘇澳鎮蘇西里志成路62號,宜蘭縣蘇澳鎮蘇西里26鄰志成路62號,24.593943,121.841248
100020300152,蘇北社區活動中心,宜蘭縣蘇澳鎮蘇北里,宜蘭縣蘇澳鎮蘇北里新生路8號,宜蘭縣蘇澳鎮蘇北里8鄰新生路8號,24.596778,121.850502
100020300153,蘇南社區活動中心,宜蘭縣蘇澳鎮蘇南里,宜蘭縣蘇澳鎮蘇南里光復路27巷4號,宜蘭縣蘇澳鎮蘇南里16鄰光復路27巷6號,24.597296,121.852548
100020300154,蘇東社區活動中心,宜蘭縣蘇澳鎮蘇東里,宜蘭縣蘇澳鎮蘇東里蘇花路5段101巷1號,宜蘭縣蘇澳鎮蘇東里7鄰蘇花路五段101巷1號,24.59564,121.854413
100020300155,長安社區活動中心,宜蘭縣蘇澳鎮長安里,宜蘭縣蘇澳鎮長安里勝利路1號,宜蘭縣蘇澳鎮長安里2鄰勝利路1號,24.592792,121.854053
100020300156,永光社區活動中心,宜蘭縣蘇澳鎮永光里,宜蘭縣蘇澳鎮永光里蘇港路85號,宜蘭縣蘇澳鎮永光里7鄰蘇港路85號,24.594029,121.852119
100020300157,永春社區活動中心,宜蘭縣蘇澳鎮永春里,宜蘭縣蘇澳鎮永春里永春路134巷11之1號,宜蘭縣蘇澳鎮永春里6鄰永春路134巷11之1號,24.582633,121.84541
100020300158,永樂社區活動中心,宜蘭縣蘇澳鎮永樂里,宜蘭縣蘇澳鎮永樂里永樂路116巷6號,宜蘭縣蘇澳鎮永樂里1鄰永樂路116巷6號,24.576195,121.841405
100020300159,鎮安廟餐廳,宜蘭縣蘇澳鎮南安里,宜蘭縣蘇澳鎮南安里海邊路77號,宜蘭縣蘇澳鎮南安里9鄰海邊路77之1號,24.58329,121.867
100020300160,宜蘭縣蘇澳鎮南方澳老人會,宜蘭縣蘇澳鎮南正里,宜蘭縣蘇澳鎮南正里江夏路15號,宜蘭縣蘇澳鎮南正里1鄰江夏路11之1號,24.581607,121.864945
100020300161,南成社區活動中心,宜蘭縣蘇澳鎮南成里,宜蘭縣蘇澳鎮南成里民生路15號,宜蘭縣蘇澳鎮南成里4鄰民生路15號,24.580657,121.864342
100020300162,南興社區活動中心,宜蘭縣蘇澳鎮南興里,宜蘭縣蘇澳鎮南興里華山五巷16之2號,宜蘭縣蘇澳鎮南興里13鄰華山五巷16之2號,24.57923,121.866655
100020300163,南光寺,宜蘭縣蘇澳鎮南興里,宜蘭縣蘇澳鎮南興里華山7巷14號,宜蘭縣蘇澳鎮南興里12鄰華山四巷14號,24.579702,121.866639
100020300164,南寧社區活動中心,宜蘭縣蘇澳鎮南寧里,宜蘭縣蘇澳鎮南寧里南新路9號,宜蘭縣蘇澳鎮南寧里11鄰南新路9號,24.581204,121.8695
100020300165,昭安社區活動中心,宜蘭縣蘇澳鎮南建里,宜蘭縣蘇澳鎮南建里內埤路117之2號,宜蘭縣蘇澳鎮南建里11鄰內埤路117之2號,24.577658,121.867929
100020300166,南安國中104教室,宜蘭縣蘇澳鎮南建里,宜蘭縣蘇澳鎮南建里學府路117號,宜蘭縣蘇澳鎮南建里10鄰學府路117號,24.576013,121.86893
100020300167,東澳里活動中心,宜蘭縣蘇澳鎮東澳里,宜蘭縣蘇澳鎮東澳里東澳路103號,宜蘭縣蘇澳鎮東澳里2鄰東澳路103號,24.516045,121.834642
100020300168,南強社區活動中心,宜蘭縣蘇澳鎮南強里,宜蘭縣蘇澳鎮南強里南澳路2之6號,宜蘭縣蘇澳鎮南強里6鄰南澳路2之6號,24.46343,121.80651
100020300169,朝陽社區活動中心,宜蘭縣蘇澳鎮朝陽里,宜蘭縣蘇澳鎮朝陽里朝陽路40號,宜蘭縣蘇澳鎮朝陽里6鄰朝陽路40號,24.461472,121.815814
100020300170,海岸社區活動中心,宜蘭縣蘇澳鎮朝陽里,宜蘭縣蘇澳鎮朝陽里海岸路69,宜蘭縣蘇澳鎮朝陽里4鄰海岸路69號,24.44583,121.8014
100020400171,石城社區活動中心,宜蘭縣頭城鎮石城里,宜蘭縣頭城鎮石城里石城路40之8號,宜蘭縣頭城鎮石城里4鄰石城路40之8號,24.97995,121.949829
100020400172,大里社區活動中心,宜蘭縣頭城鎮大里里,宜蘭縣頭城鎮大里里濱海路六段251號,宜蘭縣頭城鎮大里里3鄰濱海路六段251號,24.963908,121.920002
100020400173,龜山島社區活動中心,宜蘭縣頭城鎮龜山里,宜蘭縣頭城鎮龜山里龜山路221號,宜蘭縣頭城鎮龜山里6鄰龜山路221號,24.942562,121.900182
100020400174,大溪社區活動中心,宜蘭縣頭城鎮大溪里,宜蘭縣頭城鎮大溪里濱海路五段249號,宜蘭縣頭城鎮大溪里4鄰濱海路五段249號,24.940623,121.893245
100020400175,合興社區活動中心,宜蘭縣頭城鎮合興里,宜蘭縣頭城鎮合興里合興路94之1號,宜蘭縣頭城鎮合興里4鄰合興路94之1號,24.935927,121.885879
100020400176,梗枋國民小學,宜蘭縣頭城鎮更新里,宜蘭縣頭城鎮更新里更新路59號,宜蘭縣頭城鎮更新里4鄰更新路59號,24.900751,121.861989
100020400177,更新里漁民多功能活動中心,宜蘭縣頭城鎮更新里,宜蘭縣頭城鎮更新里濱海路三段93號,宜蘭縣頭城鎮更新里2鄰濱海路三段93號,24.902184,121.863369
100020400178,外澳社區活動中心,宜蘭縣頭城鎮外澳里,宜蘭縣頭城鎮外澳里濱海路二段212號,宜蘭縣頭城鎮外澳里3鄰濱海路二段212號,24.88332,121.845787
100020400179,港口社區活動中心,宜蘭縣頭城鎮港口里,宜蘭縣頭城鎮港口里港口路60之3號,宜蘭縣頭城鎮港口里5鄰港口路60之3號,24.876238,121.840317
100020400180,武營社區活動中心,宜蘭縣頭城鎮武營里,宜蘭縣頭城鎮武營里開蘭路224號,宜蘭縣頭城鎮武營里4鄰開蘭路222號,24.861025,121.825845
100020400181,開蘭長青集會所,宜蘭縣頭城鎮武營里,宜蘭縣頭城鎮武營里武營路16-8號,宜蘭縣頭城鎮武營里6鄰武營路16之8號,24.861785,121.824779
100020400182,大坑社區活動中心,宜蘭縣頭城鎮大坑里,宜蘭縣頭城鎮大坑里協天路602號,宜蘭縣頭城鎮大坑里6鄰協天路602號,24.856474,121.831193
