選區,姓名,政黨,候選人網址,選區網址
"2014 > 村里長 > 雲林縣 > 土庫鎮 > 東平里",黃金城,民主進步黨,http://k.olc.tw/elections/candidates/view/53c02807-c21c-403f-b397-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c021ff-6e8c-4192-85be-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 土庫鎮 > 南平里",黃素氣,無,http://k.olc.tw/elections/candidates/view/53c02807-3664-4848-a9e2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02200-cf18-4815-a2d7-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 土庫鎮 > 後埔里",王長慶,無,http://k.olc.tw/elections/candidates/view/53c02808-7b60-4a1f-a51e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02201-9494-4df6-a5da-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 義民里",吳國興,無,http://k.olc.tw/elections/candidates/view/53c02808-54ac-4f60-8b13-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02202-3f8c-4e68-805e-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 共榮里",陳秀華,無,http://k.olc.tw/elections/candidates/view/53c02808-3824-48e4-9daa-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02202-4738-4396-8a40-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 西勢里",蔡金源,無,http://k.olc.tw/elections/candidates/view/53c02809-3098-4828-9b75-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02202-b0cc-47e9-9aa2-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 仁和里",傅信豪,無,http://k.olc.tw/elections/candidates/view/53c02809-aa10-4b13-80fc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02202-04e0-4346-9be3-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 賜福里",蔡明峰,無,http://k.olc.tw/elections/candidates/view/53c02809-837c-4ca1-9446-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02202-d230-4915-8a36-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 華勝里",林金章,無,http://k.olc.tw/elections/candidates/view/53c02809-0e84-4e13-838c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02203-481c-4c0d-99bc-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 仁安里",蔡季澐,無,http://k.olc.tw/elections/candidates/view/540b5564-78ac-4989-8c3e-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02203-35f0-4c11-97af-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 公舘里",許家福,無,http://k.olc.tw/elections/candidates/view/53c02809-d914-48f3-8e48-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02203-1360-4275-ba68-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 番溝里",李慶東,無,http://k.olc.tw/elections/candidates/view/53c0280a-f4e4-4443-a1ed-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02204-87dc-4d6f-88b0-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 北港鎮 > 溝皂里",蔡坤哲,無,http://k.olc.tw/elections/candidates/view/53c0280a-8128-4a6d-8e4d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02204-08dc-48a0-a60b-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 古坑鄉 > 華南村",陳衫蒝,無,http://k.olc.tw/elections/candidates/view/53c0280b-ee88-4b53-8a27-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02206-1408-4eac-a936-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 古坑鄉 > 棋盤村",張献貞,無,http://k.olc.tw/elections/candidates/view/540b5567-d65c-4bab-8a4d-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02206-1ea4-4184-82e6-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 古坑鄉 > 水碓村",林永結,無,http://k.olc.tw/elections/candidates/view/53c0280a-cee0-49db-9f93-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02206-8088-47fa-a354-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 古坑鄉 > 樟湖村",廖永樹,無,http://k.olc.tw/elections/candidates/view/53c0280b-07d8-499f-a09d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02207-29d0-4989-979a-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 古坑鄉 > 麻園村",高金泉,無,http://k.olc.tw/elections/candidates/view/53c0280b-7a08-4ddc-8f59-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02207-8af0-4cec-8315-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 古坑鄉 > 湳仔村",吳景富,無,http://k.olc.tw/elections/candidates/view/53c0280c-6d40-45e7-ac14-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02208-2fa4-4977-9a05-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 大埤鄉 > 北和村",許葱,無,http://k.olc.tw/elections/candidates/view/53c0280c-6970-4828-b185-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02208-7938-4019-bda1-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 大埤鄉 > 吉田村",蕭丁財,無,http://k.olc.tw/elections/candidates/view/53c0280d-4214-4d6c-a87f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02209-ec80-4ece-bbf4-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 大埤鄉 > 西鎮村",唐文卿,無,http://k.olc.tw/elections/candidates/view/53c0280e-1904-4cc3-a84b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02209-9c1c-4c69-9922-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 大埤鄉 > 興安村",王萬來,無,http://k.olc.tw/elections/candidates/view/53c0280e-e3e4-432f-9463-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02209-9850-45fb-8abc-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 大埤鄉 > 三結村",徐萬成,無,http://k.olc.tw/elections/candidates/view/53c0280d-be90-4e8a-8aac-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220a-9af8-402b-9f07-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 莿桐鄉 > 義和村",黃惠蓮,無,http://k.olc.tw/elections/candidates/view/53c0280f-0444-40a4-8862-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220a-179c-426b-a64d-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 莿桐鄉 > 大美村",何順良,無,http://k.olc.tw/elections/candidates/view/53c0280f-4178-42bf-bb1a-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220a-b638-4ddb-b3c3-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 莿桐鄉 > 甘厝村",張向,無,http://k.olc.tw/elections/candidates/view/53c0280e-95bc-4d7e-a279-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220c-e4a4-4804-be68-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 莿桐鄉 > 四合村",廖西平,無,http://k.olc.tw/elections/candidates/view/53c0280f-dba8-4af4-9358-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220c-c5c4-4d63-a7ac-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 莿桐鄉 > 埔尾村",張義豐,無,http://k.olc.tw/elections/candidates/view/53c0280f-4668-4bb0-8bdf-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220d-df20-43c1-933b-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 林內鄉 > 坪頂村",林賢宗,無,http://k.olc.tw/elections/candidates/view/53c02810-3a60-47ae-a72f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220e-ebd0-4f0a-a7ba-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 林內鄉 > 林中村",沈明達,無,http://k.olc.tw/elections/candidates/view/53c02810-fd4c-4c94-b3a9-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220e-a404-45ae-836f-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 崙西村",廖本焜,無,http://k.olc.tw/elections/candidates/view/53c02810-3ed4-4765-b12d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220e-d7b0-44d3-82ec-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 湳仔村",廖世恭,無,http://k.olc.tw/elections/candidates/view/53c02810-d998-42c0-9943-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220f-53fc-4e12-bab6-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 大義村",李育旺,無,http://k.olc.tw/elections/candidates/view/53c02811-5f18-4e4a-88fd-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0220f-2d08-4649-81c7-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 油車村",李文河,無,http://k.olc.tw/elections/candidates/view/540b5570-5238-416a-b79d-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02210-61d0-490b-979d-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 庄西村",陳清泉,無,http://k.olc.tw/elections/candidates/view/53c02811-e6a0-47a0-aa4d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02210-a620-49d8-b98b-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 大庄村",陳水順,無,http://k.olc.tw/elections/candidates/view/53c02811-bd60-4e94-abc7-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02210-6558-44cc-bdf9-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 義庄村",李春生,無,http://k.olc.tw/elections/candidates/view/53c02811-6d9c-49ea-b264-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02211-f84c-4038-a074-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 大同村",鍾金源,無,http://k.olc.tw/elections/candidates/view/53c02811-d828-49cc-9fee-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02211-d304-44da-8338-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 二崙鄉 > 永定村",李應矖,無,http://k.olc.tw/elections/candidates/view/53c02811-3940-4919-a7f6-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02211-9718-438a-856a-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 崙背鄉 > 南陽村",李重勲,無,http://k.olc.tw/elections/candidates/view/540b5572-b35c-43d1-ac3a-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02211-8270-4b65-89fc-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 崙背鄉 > 羅厝村",李照域,無,http://k.olc.tw/elections/candidates/view/53c02812-537c-41d5-a8e5-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02212-8150-42c7-a9df-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 麥寮鄉 > 橋頭村",許欽煌,無,http://k.olc.tw/elections/candidates/view/53c02813-413c-4e36-9e24-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02214-898c-4fac-b90c-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 麥寮鄉 > 新吉村",鍾錦翠,無,http://k.olc.tw/elections/candidates/view/53c02814-5694-4d69-acde-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02215-68e8-4727-9b60-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 東勢鄉 > 東北村",陳平和,無,http://k.olc.tw/elections/candidates/view/53c02814-c510-4b42-a360-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02215-4348-495b-b21b-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 東勢鄉 > 復興村",劉培發,無,http://k.olc.tw/elections/candidates/view/53c02814-75bc-4240-909e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02215-0148-42c5-a66f-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 東勢鄉 > 昌南村",陳烱鋅,無,http://k.olc.tw/elections/candidates/view/53c02814-f6d8-401c-b92f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02217-7874-4546-a4e8-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 東勢鄉 > 四美村",吳鐵全,無,http://k.olc.tw/elections/candidates/view/53c02815-fff0-4671-91bc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02217-65a0-42e7-8b65-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 褒忠鄉 > 中民村",吳明和,無,http://k.olc.tw/elections/candidates/view/53c02815-7bc0-46a2-a66d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02218-c910-4624-a3d8-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 褒忠鄉 > 中勝村",張文邦,無,http://k.olc.tw/elections/candidates/view/53c02815-f838-42fa-8eaf-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02219-272c-4e88-87cd-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 褒忠鄉 > 龍岩村",莊清榮,無,http://k.olc.tw/elections/candidates/view/540b5577-0f64-4fc0-b4d2-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02219-ad38-43a8-aae6-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 褒忠鄉 > 馬鳴村",李新在,無,http://k.olc.tw/elections/candidates/view/53c02815-a880-4942-bc8e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02219-e3fc-4e4b-a302-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 臺西鄉 > 臺西村",賴俊傑,無,http://k.olc.tw/elections/candidates/view/540b5577-49f0-4a82-9ec7-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c0221a-91d4-485f-a5bf-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 臺西鄉 > 海北村",丁金勤,無,http://k.olc.tw/elections/candidates/view/540b5577-2d28-4e22-a6bd-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c0221a-0e08-48ac-8bf4-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 臺西鄉 > 五榔村",吳順凉,無,http://k.olc.tw/elections/candidates/view/540b5579-cad4-4d2a-b162-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c0221a-1590-4ca2-88fd-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 臺西鄉 > 溪頂村",林錠玉,中國國民黨,http://k.olc.tw/elections/candidates/view/540b5578-9c38-499e-b5b5-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c0221b-bbd4-4d0b-987f-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 臺西鄉 > 富琦村",林宏諺,中國國民黨,http://k.olc.tw/elections/candidates/view/540b5579-bb84-4a12-bac4-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c0221c-ecd4-4190-94fb-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 元長鄉 > 合和村",周連瑩,無,http://k.olc.tw/elections/candidates/view/53c02816-8ee0-4ae8-8eb5-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0221d-3c30-4003-88be-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 元長鄉 > 客厝村",吳元隆,無,http://k.olc.tw/elections/candidates/view/53c02816-bd04-4af9-a6ce-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0221d-9708-4439-9aea-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 元長鄉 > 潭西村",李忠信,無,http://k.olc.tw/elections/candidates/view/53c02816-07f0-46ea-92b2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0221d-6984-4dc7-9c6a-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 元長鄉 > 卓運村",陳仁忠,無,http://k.olc.tw/elections/candidates/view/53c02816-f17c-44c8-8178-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0221e-f70c-462c-8241-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 元長鄉 > 潭東村",蔡采秀,無,http://k.olc.tw/elections/candidates/view/540b557a-b7bc-4885-8cab-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c0221e-59b4-4b83-9809-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 元長鄉 > 內寮村",吳國璋,無,http://k.olc.tw/elections/candidates/view/53c02817-4e00-4d7d-92ee-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0221f-193c-4698-a866-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 溪底村",張其賔,無,http://k.olc.tw/elections/candidates/view/540b557d-4134-47c2-9057-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c0221f-076c-4478-9eb2-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 湖寮村",王任志,無,http://k.olc.tw/elections/candidates/view/53c02817-0640-47e0-ab4d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02220-348c-4bf7-a360-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 林厝村",林建益,無,http://k.olc.tw/elections/candidates/view/53c02818-258c-44e9-9fa3-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02221-0a14-4613-bf89-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 溪尾村",蔡茂典,無,http://k.olc.tw/elections/candidates/view/53c02818-1f44-42c1-a04d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02222-4bc4-4254-8adf-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 崙南村",吳茅生,無,http://k.olc.tw/elections/candidates/view/53c02818-79d0-4445-9bed-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02222-03f8-4720-9aea-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 廣溝村",蘇碧伶,無,http://k.olc.tw/elections/candidates/view/53c02818-cdec-4ba5-9f96-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02223-7a08-460a-9cd8-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 箔東村",蔡老列,無,http://k.olc.tw/elections/candidates/view/540b557f-966c-48fe-bdf5-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02223-e128-46e0-8de1-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 四湖鄉 > 飛東村",吳振利,無,http://k.olc.tw/elections/candidates/view/53c02818-1c04-46a0-b189-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02223-1970-4e62-b4b1-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 口湖村",李錦秀,無,http://k.olc.tw/elections/candidates/view/53c02818-0b90-45a6-bbba-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02224-ff50-42f2-ae69-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 湖東村",蘇龍魁,無,http://k.olc.tw/elections/candidates/view/53c02818-6120-4901-8bc6-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02224-d0ac-4bfd-aadf-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 埔北村",蔡溪煌,無,http://k.olc.tw/elections/candidates/view/540b5580-f4e4-4b07-8e60-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02224-fc88-4bed-85f7-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 湖口村",李登進,無,http://k.olc.tw/elections/candidates/view/53c0281a-8c30-46a5-98d3-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02224-d734-4f40-bbae-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 港東村",曾春桃,無,http://k.olc.tw/elections/candidates/view/540b5581-3118-4bdb-8f93-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02225-a2b4-4ed8-ae12-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 崙中村",呂跳,無,http://k.olc.tw/elections/candidates/view/53c02819-72e8-4943-b260-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02225-2d3c-48b8-b3ed-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 港西村",曾瑪琍,無,http://k.olc.tw/elections/candidates/view/53c0281a-8428-400d-b187-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02225-0940-49ec-95b5-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 口湖鄉 > 水井村",李豐善,無,http://k.olc.tw/elections/candidates/view/53c0281a-9038-409f-b035-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02226-c8d4-428c-ac14-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 水林鄉 > 大山村",吳慈帆,無,http://k.olc.tw/elections/candidates/view/53c0281b-0618-4bc6-b593-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02228-2138-4a60-b095-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 水林鄉 > 蕃薯村",洪重揚,無,http://k.olc.tw/elections/candidates/view/53c0281c-3598-4024-83bb-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02228-623c-4aa0-9a6a-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 水林鄉 > 塭底村",黃志金,無,http://k.olc.tw/elections/candidates/view/53c0281c-b530-4323-9c76-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02229-f038-4f8d-bb1b-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 水林鄉 > 松西村",洪榮順,無,http://k.olc.tw/elections/candidates/view/53c0281c-5b0c-406f-9855-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02229-0ec8-412e-97d1-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 水林鄉 > 松中村",林勝郎,無,http://k.olc.tw/elections/candidates/view/53c0281c-1588-4aa0-8285-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02229-5724-4925-9a56-5c5aacb5b862
"2014 > 村里長 > 雲林縣 > 水林鄉 > 後寮村",陳正龍,無,http://k.olc.tw/elections/candidates/view/53c0281c-efbc-4d93-b7e4-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02229-9a28-4954-8c63-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 太保市 > 東勢里",龔海明,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0281c-5c20-4505-9c02-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222b-fde0-4861-a5ea-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 太保市 > 新埤里",呂柱,無,http://k.olc.tw/elections/candidates/view/53c0281d-1928-4a56-800c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222b-69ac-48cb-93ba-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 太保市 > 港尾里",詹連溢,無,http://k.olc.tw/elections/candidates/view/53c0281d-0760-4a3e-ab0f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222c-4b10-409e-9c19-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 太保市 > 埤鄉里",林峯名,無,http://k.olc.tw/elections/candidates/view/53c0281d-6098-4c5c-bf04-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222d-fab0-4d51-8084-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 安福里",林岳平,無,http://k.olc.tw/elections/candidates/view/53c0281d-a70c-4664-8a4d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222e-7210-4135-9bc6-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 中正里",蘇俊偉,無,http://k.olc.tw/elections/candidates/view/53c0281e-f664-4359-a718-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222e-049c-415f-b840-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 文化里",楊石旭,無,http://k.olc.tw/elections/candidates/view/53c0281e-e488-4c60-be4e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222e-cf2c-4ab8-bf6a-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 博厚里",陳蕊,無,http://k.olc.tw/elections/candidates/view/53c0281e-17f8-41a3-96e2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222f-8c54-44cc-9822-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 順天里",吳博鈺,無,http://k.olc.tw/elections/candidates/view/53c0281e-df9c-4cca-83fc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222f-2fd8-4e5a-b0e1-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 順安里",黃有義,無,http://k.olc.tw/elections/candidates/view/53c0281f-a238-4b7e-a5cf-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222f-22f4-48de-a46d-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 崁前里",方松林,無,http://k.olc.tw/elections/candidates/view/53c0281f-b85c-49fc-9032-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0222f-2488-4d4c-b436-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 佳禾里",何玉合,無,http://k.olc.tw/elections/candidates/view/53c0281f-d71c-4a6c-ab0c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02230-bf74-4745-96eb-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 大葛里",涂鋒良,中國國民黨,http://k.olc.tw/elections/candidates/view/53c0281f-3864-48fa-8a30-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02230-0b48-4519-812b-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 崁後里",葉金明,無,http://k.olc.tw/elections/candidates/view/540b558b-06c4-404d-94ab-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02230-db34-4702-b08f-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 德興里",侯茂昆,無,http://k.olc.tw/elections/candidates/view/53c0281e-2720-40c3-9de8-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02231-7258-4794-92e1-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 新庄里",王春風,無,http://k.olc.tw/elections/candidates/view/53c0281f-f544-4d80-a1f5-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02231-7c34-497e-b7a4-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 松華里",吳宗憲,無,http://k.olc.tw/elections/candidates/view/53c0281f-077c-4504-b0ce-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02231-792c-4b20-8002-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 朴子市 > 南竹里",陳崑備,無,http://k.olc.tw/elections/candidates/view/53c0281f-c0e0-409a-a999-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02231-527c-4a13-b435-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 布袋鎮 > 九龍里",蔡洋三,無,http://k.olc.tw/elections/candidates/view/53c0281f-411c-4440-a79c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02232-a8bc-4adc-b861-5c5aacb5b862
"2014 > 村里長 > 嘉義縣 > 布袋鎮 > 岑海里",柯博賢,無,http://k.olc.tw/elections/candidates/view/53c02820-b090-42d0-9bcc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02232-6ddc-4626-bbed-5c5aacb5b862
