選區,姓名,政黨,候選人網址,選區網址
"2014 > 村里長 > 新北市 > 三重區 > 民生里",陳海順,民主進步黨,http://k.olc.tw/elections/candidates/view/540b5328-19bc-4497-8c6a-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02487-d6b4-4521-9d3c-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 重新里",柯雲鵬,無,http://k.olc.tw/elections/candidates/view/540b5328-c9b8-4a68-b17e-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02487-363c-4c13-9821-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 正安里",高素梅,無,http://k.olc.tw/elections/candidates/view/53c026a6-a75c-4d9a-9498-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02488-8710-4f8c-adaf-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 長安里",李宗烈,無,http://k.olc.tw/elections/candidates/view/53c026a6-eb84-4e1b-a13e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02488-a9f8-41f7-abe9-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 錦通里",林煒財,無,http://k.olc.tw/elections/candidates/view/53c026a6-02d8-45da-b5c2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02488-6680-440d-b7b3-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 雙園里",林秉熙,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026a6-09a0-479f-97d9-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02489-02f8-4576-b709-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 長生里",王阿育,無,http://k.olc.tw/elections/candidates/view/53c026a6-89cc-4b32-9bfd-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248a-b150-49d9-b115-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 光華里",莊昭賢,無,http://k.olc.tw/elections/candidates/view/53c026a6-e4fc-428b-a063-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248a-b254-49ef-93ed-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 長泰里",陳文禮,無,http://k.olc.tw/elections/candidates/view/53c026a6-8810-47c7-bc5b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248a-8874-4ddb-949d-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 長福里",林壽,無,http://k.olc.tw/elections/candidates/view/53c026a7-a6ec-49eb-adf8-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248b-ee44-4686-bb0b-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 龍門里",吳献彰,無,http://k.olc.tw/elections/candidates/view/53c026a7-851c-414e-98b7-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248b-1014-459d-af3b-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 長江里",唐明聰,無,http://k.olc.tw/elections/candidates/view/53c026a6-4738-4576-ac6e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248b-6b68-4f37-ab80-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 萬壽里",王淵贊,無,http://k.olc.tw/elections/candidates/view/53c026a7-980c-4053-b2a9-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248b-92b4-47ef-896d-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 信安里",黃聖國,無,http://k.olc.tw/elections/candidates/view/53c026a7-3d4c-43b4-b83d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248c-c664-4dba-ac6a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 秀江里",鄭得興,無,http://k.olc.tw/elections/candidates/view/53c026a7-d1ac-4668-9930-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248c-af10-4182-824f-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 福安里",施正通,無,http://k.olc.tw/elections/candidates/view/53c026a7-ffbc-4d56-bc07-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248c-58f4-4982-acfd-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 順德里",李鴻志,無,http://k.olc.tw/elections/candidates/view/53c026a7-4f58-459a-9b9e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248c-c104-44fe-bb4a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 六福里",洪順亮,無,http://k.olc.tw/elections/candidates/view/53c026a7-e3ac-4ace-a842-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248d-739c-4680-b8de-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 承德里",吳政權,無,http://k.olc.tw/elections/candidates/view/53c026a8-f83c-4be8-a6dd-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248d-02cc-411b-9a2a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 永德里",陳冠霖,無,http://k.olc.tw/elections/candidates/view/53c026a8-d2c8-4dbc-a09b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248d-ffa4-45cf-933a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 厚德里",陳榮楠,無,http://k.olc.tw/elections/candidates/view/53c026a8-3e84-4ed6-b0bc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248e-b62c-4db0-a4e7-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 五常里",王瑞華,無,http://k.olc.tw/elections/candidates/view/53c026a9-12a4-4674-beec-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248f-f7a0-4fc4-bb4e-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 慈福里",邱茂泉,無,http://k.olc.tw/elections/candidates/view/53c026a9-f39c-4726-b824-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248f-396c-4032-a957-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 仁忠里",黃演添,無,http://k.olc.tw/elections/candidates/view/53c026a9-ee08-4f52-9a3c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0248f-0a64-4340-8a01-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 富華里",呂子隆,無,http://k.olc.tw/elections/candidates/view/53c026aa-0cac-4f0a-9c4c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02490-f004-4b78-b304-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 慈惠里",蔡清德,無,http://k.olc.tw/elections/candidates/view/53c026a9-762c-4b4b-859b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02491-a8a0-43a2-916d-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 富貴里",胡天龍,無,http://k.olc.tw/elections/candidates/view/53c026aa-6004-4b0f-bfb8-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02491-bc44-490c-99de-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 福德里",吳叁寶,無,http://k.olc.tw/elections/candidates/view/53c026aa-1364-412d-8246-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02491-e650-46b4-bc9f-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 富福里",陳惟國,無,http://k.olc.tw/elections/candidates/view/53c026aa-d574-44ff-b9ef-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02492-ff24-4a14-b445-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 碧華里",林佳鴻,無,http://k.olc.tw/elections/candidates/view/540b532f-56bc-4c86-80f1-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02492-00d0-41b9-bfa1-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 博愛里",林廣,無,http://k.olc.tw/elections/candidates/view/53c026aa-2f44-4cb3-91e6-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02492-60e4-455e-ad8b-5c5aacb5b862
"2014 > 村里長 > 新北市 > 三重區 > 仁華里",洪國林,無,http://k.olc.tw/elections/candidates/view/53c026ab-71dc-4cc4-9608-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02493-e3c8-4d75-aad4-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 平河里",葛色芬,中國國民黨,http://k.olc.tw/elections/candidates/view/540b5331-761c-4fc0-906f-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02493-6ba8-4b44-8ab5-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 信和里",吳天進,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ab-4630-4138-baf4-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02493-c758-413f-8285-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 中原里",陳正德,無,http://k.olc.tw/elections/candidates/view/53c026ab-ddc8-422b-9109-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02494-1288-4b06-bbe5-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 仁和里",姚玄謀,無,http://k.olc.tw/elections/candidates/view/53c026ab-24d8-4b71-8335-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02494-55ac-43f7-a6a1-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 力行里",周聰明,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ab-6178-4d0b-8b0e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02495-d8e4-4cf8-a5cb-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 漳和里",劉建盛,無,http://k.olc.tw/elections/candidates/view/53c026ac-4a00-41d9-81bc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02495-5318-4bd8-bdd1-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 枋寮里",羅仕滄,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ab-ae64-4a6d-b0cc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02495-f788-490e-b6e0-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 福善里",陳愷松,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ac-680c-4341-ae3e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02497-7710-4814-b161-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 中安里",林素媛,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-bfd0-4bb6-8495-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02497-904c-4511-a6a3-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 安平里",林芳飾,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ac-cea0-488c-851c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02497-fc9c-4ac2-b7ed-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 佳和里",陳得福,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ac-6b80-466d-9f5e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02497-f634-4579-8589-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 南山里",紀忠和,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-116c-42ce-89e5-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02497-2938-4083-9a59-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 泰安里",葉玉伴,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-1750-4579-80af-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02497-45d8-4a35-83cc-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 安和里",王林阿對,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ac-cc58-4c86-b267-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02497-6340-4e3b-a0b2-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 安樂里",呂福來,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ac-a6bc-481c-ba6b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02498-347c-4e67-952a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 頂南里",謝森儒,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-3a3c-4ebd-8cac-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02498-3158-43c0-91f4-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 秀峰里",周存炎,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-832c-4b74-987f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02499-ffb4-42d2-a611-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 秀福里",林江西,無,http://k.olc.tw/elections/candidates/view/53c026ad-376c-430a-9069-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02499-87e0-4aa2-be5b-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 秀山里",林秋宇,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-0de8-4f4a-870e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02499-d108-4053-b53d-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 秀景里",李淙河,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-2938-4957-a1a7-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02499-7b54-4791-aca1-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 秀明里",施義男,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-3638-4a40-8dd8-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02499-1320-4215-a409-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 忠孝里",呂秋東,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-75d4-47d7-8438-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c02499-07c8-455a-9779-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 華南里",林平發,中國國民黨,http://k.olc.tw/elections/candidates/view/540b5334-1cc8-4a38-8674-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c02499-6b7c-4dda-b039-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 景南里",胡宇辰,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-c244-4566-85e2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249a-311c-4d4c-a42f-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 橫路里",呂星輝,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-1dac-4439-813c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249a-366c-407c-a3ee-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 內南里",曾金禧,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-963c-4aee-bad5-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249a-d9d0-4a41-8def-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 崇南里",鄭茂盛,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ad-c0f4-4952-b977-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249a-a530-4886-ac58-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 壽南里",呂武雄,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-4494-4780-928c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249a-22f4-49b3-a0cb-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 景新里",游成家,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-ae40-4676-afea-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249b-3cd4-4c06-9b4d-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 外南里",連顯達,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-9ef0-4015-8631-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249b-7480-4cba-9276-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 和興里",蔡璧如,無,http://k.olc.tw/elections/candidates/view/53c026ae-d084-4183-b613-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249b-dab0-447a-8bbc-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 景福里",王坤茂,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-dfdc-40ee-8a06-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249b-9b14-4bd1-b4f8-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 灰磘里",林鑫宏,無,http://k.olc.tw/elections/candidates/view/53c026ae-4db4-4e0d-85ad-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249c-d17c-4f53-a058-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 錦和里",林進明,無,http://k.olc.tw/elections/candidates/view/53c026ae-3114-4af4-a291-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249c-f350-465c-978d-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 積穗里",石淑鳳,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-0eec-4aef-818d-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249c-a9b8-45a5-93bc-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 錦昌里",范文輝,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-60fc-482d-a0ad-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249c-3d5c-4f23-91d9-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 景文里",林東銘,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026ae-012c-4ef2-980e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249c-9044-44d8-a3fa-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 員山里",藍國鐘,無,http://k.olc.tw/elections/candidates/view/53c026af-d818-4d07-a5c8-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249c-1d80-45d5-a34c-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 瑞穗里",陳美華,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026af-7614-49a7-80ed-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249d-0684-4882-ab29-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 嘉穗里",陳榮鐘,無,http://k.olc.tw/elections/candidates/view/53c026af-26dc-4ca6-af46-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249d-3538-43e3-99b5-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 民安里",廖水同,無,http://k.olc.tw/elections/candidates/view/53c026af-e910-4228-96e5-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249d-0028-4eba-af60-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 德穗里",詹文定,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026af-9b68-44fa-8978-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c0249e-0a78-4098-8ff7-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 德行里",陳靜宜,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b0-1668-41a0-8ca7-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a0-18b4-4564-928a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 興南里",呂明志,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b0-35fc-4279-8416-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a0-896c-4578-ad0c-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 秀義里",盧龍州,無,http://k.olc.tw/elections/candidates/view/53c026b0-0a84-43e1-a090-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a0-5bcc-4ce9-98ba-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 福南里",吳國強,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b0-8f04-4f69-8211-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a1-cc34-473b-8707-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 吉興里",陳成功,無,http://k.olc.tw/elections/candidates/view/53c026b0-5768-4da0-b7da-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a1-2a44-44dc-a58f-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 錦盛里",林素娥,無,http://k.olc.tw/elections/candidates/view/53c026b0-1a8c-4cc9-abaa-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a2-1d00-4393-a571-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 民有里",呂來,無,http://k.olc.tw/elections/candidates/view/53c026b1-2770-4909-8dbc-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a2-4d28-49aa-ac76-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 正行里",蔡良杉,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b1-2758-464a-90ec-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a2-afac-4f55-ab25-5c5aacb5b862
"2014 > 村里長 > 新北市 > 中和區 > 冠穗里",郭祥億,無,http://k.olc.tw/elections/candidates/view/53c026b1-12f4-440e-ab80-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a3-9b74-4dd9-b7c6-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 福林里",莊水獅,無,http://k.olc.tw/elections/candidates/view/53c026b1-cfb4-4563-bcf8-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a3-18d4-4114-b8be-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 豫溪里",簡炳南,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b1-a944-4553-bbc4-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a3-2054-4b45-9a8f-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 文化里",陳水上,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b1-e03c-4f60-8a12-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a3-dc6c-4c45-9398-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 光明里",孫金樑,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b1-2ed8-4d5f-a9c2-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a3-8658-4887-bed7-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 秀林里",関宏達,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b2-bba8-4d82-84b9-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a4-8a04-4304-9af8-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 永成里",周國良,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b1-fd50-46dc-ad70-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a4-2764-4b66-a3fe-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 保安里",許承煬,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b2-5fb8-45ec-a1c4-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a4-1d98-4d7b-afb7-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 永福里",陳清香,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b1-c940-4509-a517-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a5-087c-4004-bdef-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 忠義里",陳明法,中國國民黨,http://k.olc.tw/elections/candidates/view/540b533a-e894-4b09-9af0-1926acb5b862,http://k.olc.tw/elections/candidates/index/53c024a5-b048-491e-ba47-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 永安里",陳欽宗,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b2-bb3c-45c4-80df-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a5-ba48-46d8-935a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 民族里",邱秀蘭,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b2-bc44-482d-9c50-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a6-2c3c-4980-a610-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 上溪里",陳青森,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b2-1e1c-4a23-922e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a6-0e64-44d5-aa05-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 勵行里",洪敏,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b2-46e8-471e-8333-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a6-d660-42e2-aebc-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 水源里",柯義和,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-34bc-496b-bc4b-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a6-3134-4c5d-9d17-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 河堤里",陳功明,無,http://k.olc.tw/elections/candidates/view/53c026b3-6ab8-403a-b449-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a6-45c0-41de-a29a-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 頂溪里",林文堅,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-52a0-47dd-b74f-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a7-a410-45ac-b211-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 雙和里",黃四海,無,http://k.olc.tw/elections/candidates/view/53c026b2-e404-4b7b-a39c-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a7-e064-40b0-8d3e-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 協和里",陳啟宏,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-174c-4cd4-8946-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a7-54d4-465e-85aa-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 保平里",蕭世釧,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-c6bc-4fd6-8f95-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a8-d894-4a37-af83-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 潭安里",游源潭,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-6d90-46f4-9a3e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a8-54c8-4aa1-8bb5-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 復興里",葉斯修,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-a218-4583-9058-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a8-3f88-455c-a3e2-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 民本里",林山田,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-df98-458f-a4c1-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a8-a554-4c6b-aad7-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 光復里",林炳文,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-c118-440b-ad63-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a8-8600-439c-bb54-5c5aacb5b862
"2014 > 村里長 > 新北市 > 永和區 > 大新里",朱文燦,中國國民黨,http://k.olc.tw/elections/candidates/view/53c026b3-be48-4c3e-956e-5dffacb5b862,http://k.olc.tw/elections/candidates/index/53c024a8-0360-4add-9ba4-5c5aacb5b862
