ivid,id,name,town,county,vid,icid,itid
TAO-010-021,10003010-021,文昌里,桃園市,桃園縣,021,TAO,TAO-010
TAO-010-022,10003010-022,新埔里,桃園市,桃園縣,022,TAO,TAO-010
TAO-010-023,10003010-023,中山里,桃園市,桃園縣,023,TAO,TAO-010
TAO-010-024,10003010-024,慈文里,桃園市,桃園縣,024,TAO,TAO-010
TAO-010-025,10003010-025,西湖里,桃園市,桃園縣,025,TAO,TAO-010
TAO-010-026,10003010-026,南門里,桃園市,桃園縣,026,TAO,TAO-010
TAO-010-027,10003010-027,南華里,桃園市,桃園縣,027,TAO,TAO-010
TAO-010-028,10003010-028,玉山里,桃園市,桃園縣,028,TAO,TAO-010
TAO-010-029,10003010-029,中成里,桃園市,桃園縣,029,TAO,TAO-010
TAO-010-030,10003010-030,中正里,桃園市,桃園縣,030,TAO,TAO-010
TAO-010-031,10003010-031,北門里,桃園市,桃園縣,031,TAO,TAO-010
TAO-010-032,10003010-032,雲林里,桃園市,桃園縣,032,TAO,TAO-010
TAO-010-033,10003010-033,福林里,桃園市,桃園縣,033,TAO,TAO-010
TAO-010-034,10003010-034,光興里,桃園市,桃園縣,034,TAO,TAO-010
TAO-010-035,10003010-035,龍山里,桃園市,桃園縣,035,TAO,TAO-010
TAO-010-036,10003010-036,龍岡里,桃園市,桃園縣,036,TAO,TAO-010
TAO-010-037,10003010-037,成功里,桃園市,桃園縣,037,TAO,TAO-010
TAO-010-038,10003010-038,青溪里,桃園市,桃園縣,038,TAO,TAO-010
TAO-010-039,10003010-039,朝陽里,桃園市,桃園縣,039,TAO,TAO-010
TAO-010-040,10003010-040,中興里,桃園市,桃園縣,040,TAO,TAO-010
TAO-010-041,10003010-041,豐林里,桃園市,桃園縣,041,TAO,TAO-010
TAO-010-042,10003010-042,建國里,桃園市,桃園縣,042,TAO,TAO-010
TAO-010-043,10003010-043,大豐里,桃園市,桃園縣,043,TAO,TAO-010
TAO-010-044,10003010-044,福安里,桃園市,桃園縣,044,TAO,TAO-010
TAO-010-045,10003010-045,三民里,桃園市,桃園縣,045,TAO,TAO-010
TAO-010-046,10003010-046,大興里,桃園市,桃園縣,046,TAO,TAO-010
TAO-010-047,10003010-047,春日里,桃園市,桃園縣,047,TAO,TAO-010
TAO-010-048,10003010-048,信光里,桃園市,桃園縣,048,TAO,TAO-010
TAO-010-049,10003010-049,中寧里,桃園市,桃園縣,049,TAO,TAO-010
TAO-010-050,10003010-050,同安里,桃園市,桃園縣,050,TAO,TAO-010
TAO-010-051,10003010-051,莊敬里,桃園市,桃園縣,051,TAO,TAO-010
TAO-010-052,10003010-052,文中里,桃園市,桃園縣,052,TAO,TAO-010
TAO-010-053,10003010-053,泰山里,桃園市,桃園縣,053,TAO,TAO-010
TAO-010-054,10003010-054,中路里,桃園市,桃園縣,054,TAO,TAO-010
TAO-010-055,10003010-055,中德里,桃園市,桃園縣,055,TAO,TAO-010
TAO-010-056,10003010-056,龍祥里,桃園市,桃園縣,056,TAO,TAO-010
TAO-010-057,10003010-057,大有里,桃園市,桃園縣,057,TAO,TAO-010
TAO-010-058,10003010-058,寶山里,桃園市,桃園縣,058,TAO,TAO-010
TAO-010-059,10003010-059,龍鳳里,桃園市,桃園縣,059,TAO,TAO-010
TAO-010-060,10003010-060,龍安里,桃園市,桃園縣,060,TAO,TAO-010
TAO-010-061,10003010-061,自強里,桃園市,桃園縣,061,TAO,TAO-010
TAO-010-062,10003010-062,中信里,桃園市,桃園縣,062,TAO,TAO-010
TAO-010-063,10003010-063,長德里,桃園市,桃園縣,063,TAO,TAO-010
TAO-010-064,10003010-064,中平里,桃園市,桃園縣,064,TAO,TAO-010
TAO-010-065,10003010-065,中原里,桃園市,桃園縣,065,TAO,TAO-010
TAO-010-066,10003010-066,中泰里,桃園市,桃園縣,066,TAO,TAO-010
TAO-010-067,10003010-067,南埔里,桃園市,桃園縣,067,TAO,TAO-010
TAO-010-068,10003010-068,寶慶里,桃園市,桃園縣,068,TAO,TAO-010
TAO-010-069,10003010-069,北埔里,桃園市,桃園縣,069,TAO,TAO-010
TAO-010-070,10003010-070,中聖里,桃園市,桃園縣,070,TAO,TAO-010
TAO-010-071,10003010-071,龍壽里,桃園市,桃園縣,071,TAO,TAO-010
TAO-010-072,10003010-072,同德里,桃園市,桃園縣,072,TAO,TAO-010
TAO-010-073,10003010-073,明德里,桃園市,桃園縣,073,TAO,TAO-010
TAO-010-074,10003010-074,寶安里,桃園市,桃園縣,074,TAO,TAO-010
TAO-010-075,10003010-075,瑞慶里,桃園市,桃園縣,075,TAO,TAO-010
TAO-010-076,10003010-076,三元里,桃園市,桃園縣,076,TAO,TAO-010
TAO-020-001,10003020-001,龍平里,中壢市,桃園縣,001,TAO,TAO-020
TAO-020-002,10003020-002,龍昌里,中壢市,桃園縣,002,TAO,TAO-020
TAO-020-003,10003020-003,仁德里,中壢市,桃園縣,003,TAO,TAO-020
TAO-020-004,10003020-004,永興里,中壢市,桃園縣,004,TAO,TAO-020
TAO-020-005,10003020-005,內壢里,中壢市,桃園縣,005,TAO,TAO-020
TAO-020-006,10003020-006,成功里,中壢市,桃園縣,006,TAO,TAO-020
TAO-020-007,10003020-007,光明里,中壢市,桃園縣,007,TAO,TAO-020
TAO-020-008,10003020-008,自立里,中壢市,桃園縣,008,TAO,TAO-020
TAO-020-009,10003020-009,自強里,中壢市,桃園縣,009,TAO,TAO-020
TAO-020-010,10003020-010,中堅里,中壢市,桃園縣,010,TAO,TAO-020
TAO-020-011,10003020-011,龍興里,中壢市,桃園縣,011,TAO,TAO-020
TAO-020-012,10003020-012,仁美里,中壢市,桃園縣,012,TAO,TAO-020
TAO-020-013,10003020-013,仁愛里,中壢市,桃園縣,013,TAO,TAO-020
TAO-020-014,10003020-014,新街里,中壢市,桃園縣,014,TAO,TAO-020
TAO-020-015,10003020-015,中央里,中壢市,桃園縣,015,TAO,TAO-020
TAO-020-016,10003020-016,普仁里,中壢市,桃園縣,016,TAO,TAO-020
TAO-020-017,10003020-017,普義里,中壢市,桃園縣,017,TAO,TAO-020
TAO-020-018,10003020-018,忠義里,中壢市,桃園縣,018,TAO,TAO-020
TAO-020-019,10003020-019,中正里,中壢市,桃園縣,019,TAO,TAO-020
TAO-020-020,10003020-020,興仁里,中壢市,桃園縣,020,TAO,TAO-020
TAO-020-021,10003020-021,東興里,中壢市,桃園縣,021,TAO,TAO-020
TAO-020-022,10003020-022,洽溪里,中壢市,桃園縣,022,TAO,TAO-020
TAO-020-023,10003020-023,篤行里,中壢市,桃園縣,023,TAO,TAO-020
TAO-020-024,10003020-024,新明里,中壢市,桃園縣,024,TAO,TAO-020
TAO-020-025,10003020-025,新興里,中壢市,桃園縣,025,TAO,TAO-020
TAO-020-026,10003020-026,中原里,中壢市,桃園縣,026,TAO,TAO-020
TAO-020-027,10003020-027,內定里,中壢市,桃園縣,027,TAO,TAO-020
TAO-020-028,10003020-028,中壢里,中壢市,桃園縣,028,TAO,TAO-020
TAO-020-029,10003020-029,龍岡里,中壢市,桃園縣,029,TAO,TAO-020
TAO-020-030,10003020-030,仁祥里,中壢市,桃園縣,030,TAO,TAO-020
TAO-020-031,10003020-031,水尾里,中壢市,桃園縣,031,TAO,TAO-020
TAO-020-032,10003020-032,青埔里,中壢市,桃園縣,032,TAO,TAO-020
TAO-020-033,10003020-033,復興里,中壢市,桃園縣,033,TAO,TAO-020
TAO-020-034,10003020-034,文化里,中壢市,桃園縣,034,TAO,TAO-020
TAO-020-035,10003020-035,興國里,中壢市,桃園縣,035,TAO,TAO-020
TAO-020-036,10003020-036,忠福里,中壢市,桃園縣,036,TAO,TAO-020
TAO-020-037,10003020-037,信義里,中壢市,桃園縣,037,TAO,TAO-020
TAO-020-038,10003020-038,石頭里,中壢市,桃園縣,038,TAO,TAO-020
TAO-020-039,10003020-039,龍東里,中壢市,桃園縣,039,TAO,TAO-020
TAO-020-040,10003020-040,中建里,中壢市,桃園縣,040,TAO,TAO-020
TAO-020-041,10003020-041,興南里,中壢市,桃園縣,041,TAO,TAO-020
TAO-020-042,10003020-042,後寮里,中壢市,桃園縣,042,TAO,TAO-020
TAO-020-043,10003020-043,過嶺里,中壢市,桃園縣,043,TAO,TAO-020
TAO-020-044,10003020-044,五權里,中壢市,桃園縣,044,TAO,TAO-020
TAO-020-045,10003020-045,舊明里,中壢市,桃園縣,045,TAO,TAO-020
TAO-020-046,10003020-046,芝芭里,中壢市,桃園縣,046,TAO,TAO-020
TAO-020-047,10003020-047,月眉里,中壢市,桃園縣,047,TAO,TAO-020
TAO-020-048,10003020-048,三民里,中壢市,桃園縣,048,TAO,TAO-020
TAO-020-049,10003020-049,山東里,中壢市,桃園縣,049,TAO,TAO-020
TAO-020-050,10003020-050,中榮里,中壢市,桃園縣,050,TAO,TAO-020
TAO-020-051,10003020-051,內厝里,中壢市,桃園縣,051,TAO,TAO-020
TAO-020-052,10003020-052,振興里,中壢市,桃園縣,052,TAO,TAO-020
TAO-020-053,10003020-053,普慶里,中壢市,桃園縣,053,TAO,TAO-020
TAO-020-054,10003020-054,興和里,中壢市,桃園縣,054,TAO,TAO-020
TAO-020-055,10003020-055,永光里,中壢市,桃園縣,055,TAO,TAO-020
TAO-020-056,10003020-056,復華里,中壢市,桃園縣,056,TAO,TAO-020
TAO-020-057,10003020-057,忠孝里,中壢市,桃園縣,057,TAO,TAO-020
TAO-020-058,10003020-058,福德里,中壢市,桃園縣,058,TAO,TAO-020
TAO-020-059,10003020-059,和平里,中壢市,桃園縣,059,TAO,TAO-020
TAO-020-060,10003020-060,普忠里,中壢市,桃園縣,060,TAO,TAO-020
TAO-020-061,10003020-061,普強里,中壢市,桃園縣,061,TAO,TAO-020
TAO-020-062,10003020-062,明德里,中壢市,桃園縣,062,TAO,TAO-020
TAO-020-063,10003020-063,至善里,中壢市,桃園縣,063,TAO,TAO-020
TAO-020-064,10003020-064,五福里,中壢市,桃園縣,064,TAO,TAO-020
TAO-020-065,10003020-065,龍德里,中壢市,桃園縣,065,TAO,TAO-020
TAO-020-066,10003020-066,正義里,中壢市,桃園縣,066,TAO,TAO-020
TAO-020-067,10003020-067,龍安里,中壢市,桃園縣,067,TAO,TAO-020
TAO-020-068,10003020-068,中山里,中壢市,桃園縣,068,TAO,TAO-020
TAO-020-069,10003020-069,德義里,中壢市,桃園縣,069,TAO,TAO-020
TAO-020-070,10003020-070,仁義里,中壢市,桃園縣,070,TAO,TAO-020
TAO-020-071,10003020-071,華勛里,中壢市,桃園縣,071,TAO,TAO-020
TAO-020-072,10003020-072,仁福里,中壢市,桃園縣,072,TAO,TAO-020
TAO-020-073,10003020-073,幸福里,中壢市,桃園縣,073,TAO,TAO-020
TAO-020-074,10003020-074,永福里,中壢市,桃園縣,074,TAO,TAO-020
TAO-020-075,10003020-075,仁和里,中壢市,桃園縣,075,TAO,TAO-020
TAO-020-076,10003020-076,華愛里,中壢市,桃園縣,076,TAO,TAO-020
TAO-020-077,10003020-077,莊敬里,中壢市,桃園縣,077,TAO,TAO-020
TAO-020-078,10003020-078,自治里,中壢市,桃園縣,078,TAO,TAO-020
TAO-020-079,10003020-079,健行里,中壢市,桃園縣,079,TAO,TAO-020
TAO-020-080,10003020-080,興平里,中壢市,桃園縣,080,TAO,TAO-020
TAO-020-081,10003020-081,中興里,中壢市,桃園縣,081,TAO,TAO-020
TAO-020-082,10003020-082,龍慈里,中壢市,桃園縣,082,TAO,TAO-020
TAO-020-083,10003020-083,自信里,中壢市,桃園縣,083,TAO,TAO-020
TAO-020-084,10003020-084,林森里,中壢市,桃園縣,084,TAO,TAO-020
TAO-020-085,10003020-085,金華里,中壢市,桃園縣,085,TAO,TAO-020
TAO-030-001,10003030-001,興和里,大溪鎮,桃園縣,001,TAO,TAO-030
TAO-030-002,10003030-002,福仁里,大溪鎮,桃園縣,002,TAO,TAO-030
TAO-030-003,10003030-003,一心里,大溪鎮,桃園縣,003,TAO,TAO-030
TAO-030-004,10003030-004,一德里,大溪鎮,桃園縣,004,TAO,TAO-030
TAO-030-005,10003030-005,月眉里,大溪鎮,桃園縣,005,TAO,TAO-030
TAO-030-006,10003030-006,永福里,大溪鎮,桃園縣,006,TAO,TAO-030
TAO-030-007,10003030-007,美華里,大溪鎮,桃園縣,007,TAO,TAO-030
TAO-030-008,10003030-008,福安里,大溪鎮,桃園縣,008,TAO,TAO-030
TAO-030-009,10003030-009,復興里,大溪鎮,桃園縣,009,TAO,TAO-030
TAO-030-010,10003030-010,新峰里,大溪鎮,桃園縣,010,TAO,TAO-030
TAO-030-011,10003030-011,康安里,大溪鎮,桃園縣,011,TAO,TAO-030
TAO-030-012,10003030-012,義和里,大溪鎮,桃園縣,012,TAO,TAO-030
TAO-030-013,10003030-013,瑞興里,大溪鎮,桃園縣,013,TAO,TAO-030
TAO-030-014,10003030-014,中新里,大溪鎮,桃園縣,014,TAO,TAO-030
TAO-030-015,10003030-015,仁義里,大溪鎮,桃園縣,015,TAO,TAO-030
TAO-030-016,10003030-016,僑愛里,大溪鎮,桃園縣,016,TAO,TAO-030
TAO-030-017,10003030-017,仁善里,大溪鎮,桃園縣,017,TAO,TAO-030
TAO-030-018,10003030-018,仁愛里,大溪鎮,桃園縣,018,TAO,TAO-030
TAO-030-019,10003030-019,仁武里,大溪鎮,桃園縣,019,TAO,TAO-030
TAO-030-020,10003030-020,員林里,大溪鎮,桃園縣,020,TAO,TAO-030
TAO-030-021,10003030-021,南興里,大溪鎮,桃園縣,021,TAO,TAO-030
TAO-030-022,10003030-022,瑞源里,大溪鎮,桃園縣,022,TAO,TAO-030
TAO-030-023,10003030-023,光明里,大溪鎮,桃園縣,023,TAO,TAO-030
TAO-030-024,10003030-024,三元里,大溪鎮,桃園縣,024,TAO,TAO-030
TAO-030-025,10003030-025,田心里,大溪鎮,桃園縣,025,TAO,TAO-030
TAO-030-026,10003030-026,仁文里,大溪鎮,桃園縣,026,TAO,TAO-030
TAO-030-027,10003030-027,仁和里,大溪鎮,桃園縣,027,TAO,TAO-030
TAO-040-001,10003040-001,楊梅里,楊梅市,桃園縣,001,TAO,TAO-040
TAO-040-002,10003040-002,楊江里,楊梅市,桃園縣,002,TAO,TAO-040
TAO-040-003,10003040-003,紅梅里,楊梅市,桃園縣,003,TAO,TAO-040
TAO-040-004,10003040-004,永寧里,楊梅市,桃園縣,004,TAO,TAO-040
TAO-040-005,10003040-005,大平里,楊梅市,桃園縣,005,TAO,TAO-040
TAO-040-006,10003040-006,東流里,楊梅市,桃園縣,006,TAO,TAO-040
TAO-040-007,10003040-007,水美里,楊梅市,桃園縣,007,TAO,TAO-040
TAO-040-008,10003040-008,上田里,楊梅市,桃園縣,008,TAO,TAO-040
TAO-040-009,10003040-009,梅新里,楊梅市,桃園縣,009,TAO,TAO-040
TAO-040-010,10003040-010,大同里,楊梅市,桃園縣,010,TAO,TAO-040
TAO-040-011,10003040-011,埔心里,楊梅市,桃園縣,011,TAO,TAO-040
TAO-040-012,10003040-012,金龍里,楊梅市,桃園縣,012,TAO,TAO-040
TAO-040-013,10003040-013,瑞塘里,楊梅市,桃園縣,013,TAO,TAO-040
TAO-040-014,10003040-014,四維里,楊梅市,桃園縣,014,TAO,TAO-040
TAO-040-015,10003040-015,梅溪里,楊梅市,桃園縣,015,TAO,TAO-040
TAO-040-016,10003040-016,高山里,楊梅市,桃園縣,016,TAO,TAO-040
TAO-040-017,10003040-017,高榮里,楊梅市,桃園縣,017,TAO,TAO-040
TAO-040-018,10003040-018,仁美里,楊梅市,桃園縣,018,TAO,TAO-040
TAO-040-019,10003040-019,光華里,楊梅市,桃園縣,019,TAO,TAO-040
TAO-040-020,10003040-020,富岡里,楊梅市,桃園縣,020,TAO,TAO-040
TAO-040-021,10003040-021,豐野里,楊梅市,桃園縣,021,TAO,TAO-040
TAO-040-022,10003040-022,員本里,楊梅市,桃園縣,022,TAO,TAO-040
TAO-040-023,10003040-023,瑞原里,楊梅市,桃園縣,023,TAO,TAO-040
TAO-040-024,10003040-024,三湖里,楊梅市,桃園縣,024,TAO,TAO-040
TAO-040-025,10003040-025,上湖里,楊梅市,桃園縣,025,TAO,TAO-040
TAO-040-026,10003040-026,中山里,楊梅市,桃園縣,026,TAO,TAO-040
TAO-040-027,10003040-027,楊明里,楊梅市,桃園縣,027,TAO,TAO-040
TAO-040-028,10003040-028,金溪里,楊梅市,桃園縣,028,TAO,TAO-040
TAO-040-029,10003040-029,裕成里,楊梅市,桃園縣,029,TAO,TAO-040
TAO-040-030,10003040-030,秀才里,楊梅市,桃園縣,030,TAO,TAO-040
TAO-040-031,10003040-031,青山里,楊梅市,桃園縣,031,TAO,TAO-040
TAO-040-032,10003040-032,新榮里,楊梅市,桃園縣,032,TAO,TAO-040
TAO-040-033,10003040-033,雙榮里,楊梅市,桃園縣,033,TAO,TAO-040
TAO-040-034,10003040-034,瑞坪里,楊梅市,桃園縣,034,TAO,TAO-040
TAO-040-035,10003040-035,永平里,楊梅市,桃園縣,035,TAO,TAO-040
TAO-040-036,10003040-036,瑞溪里,楊梅市,桃園縣,036,TAO,TAO-040
TAO-040-037,10003040-037,高上里,楊梅市,桃園縣,037,TAO,TAO-040
TAO-040-038,10003040-038,富豐里,楊梅市,桃園縣,038,TAO,TAO-040
TAO-040-039,10003040-039,裕新里,楊梅市,桃園縣,039,TAO,TAO-040
TAO-040-040,10003040-040,三民里,楊梅市,桃園縣,040,TAO,TAO-040
TAO-040-041,10003040-041,頭湖里,楊梅市,桃園縣,041,TAO,TAO-040
TAO-050-001,10003050-001,新興里,蘆竹市,桃園縣,001,TAO,TAO-050
TAO-050-002,10003050-002,中福里,蘆竹市,桃園縣,002,TAO,TAO-050
TAO-050-003,10003050-003,新莊里,蘆竹市,桃園縣,003,TAO,TAO-050
TAO-050-004,10003050-004,大竹里,蘆竹市,桃園縣,004,TAO,TAO-050
TAO-050-006,10003050-006,蘆竹里,蘆竹市,桃園縣,006,TAO,TAO-050
TAO-050-007,10003050-007,南崁里,蘆竹市,桃園縣,007,TAO,TAO-050
TAO-050-008,10003050-008,錦興里,蘆竹市,桃園縣,008,TAO,TAO-050
TAO-050-009,10003050-009,五福里,蘆竹市,桃園縣,009,TAO,TAO-050
TAO-050-010,10003050-010,內厝里,蘆竹市,桃園縣,010,TAO,TAO-050
TAO-050-011,10003050-011,山鼻里,蘆竹市,桃園縣,011,TAO,TAO-050
TAO-050-012,10003050-012,山腳里,蘆竹市,桃園縣,012,TAO,TAO-050
TAO-050-013,10003050-013,外社里,蘆竹市,桃園縣,013,TAO,TAO-050
TAO-050-014,10003050-014,坑子里,蘆竹市,桃園縣,014,TAO,TAO-050
TAO-050-015,10003050-015,坑口里,蘆竹市,桃園縣,015,TAO,TAO-050
TAO-050-016,10003050-016,海湖里,蘆竹市,桃園縣,016,TAO,TAO-050
TAO-050-017,10003050-017,南榮里,蘆竹市,桃園縣,017,TAO,TAO-050
TAO-050-018,10003050-018,南興里,蘆竹市,桃園縣,018,TAO,TAO-050
TAO-050-019,10003050-019,長興里,蘆竹市,桃園縣,019,TAO,TAO-050
TAO-050-020,10003050-020,錦中里,蘆竹市,桃園縣,020,TAO,TAO-050
TAO-050-021,10003050-021,富竹里,蘆竹市,桃園縣,021,TAO,TAO-050
TAO-050-022,10003050-022,上竹里,蘆竹市,桃園縣,022,TAO,TAO-050
TAO-050-023,10003050-023,宏竹里,蘆竹市,桃園縣,023,TAO,TAO-050
TAO-050-024,10003050-024,瓦窯里,蘆竹市,桃園縣,024,TAO,TAO-050
TAO-050-025,10003050-025,營盤里,蘆竹市,桃園縣,025,TAO,TAO-050
TAO-050-026,10003050-026,羊稠里,蘆竹市,桃園縣,026,TAO,TAO-050
TAO-050-027,10003050-027,順興里,蘆竹市,桃園縣,027,TAO,TAO-050
TAO-050-028,10003050-028,福昌里,蘆竹市,桃園縣,028,TAO,TAO-050
TAO-050-029,10003050-029,福興里,蘆竹市,桃園縣,029,TAO,TAO-050
TAO-050-030,10003050-030,蘆興里,蘆竹市,桃園縣,030,TAO,TAO-050
TAO-050-031,10003050-031,長壽里,蘆竹市,桃園縣,031,TAO,TAO-050
TAO-050-032,10003050-032,吉祥里,蘆竹市,桃園縣,032,TAO,TAO-050
TAO-050-033,10003050-033,中山里,蘆竹市,桃園縣,033,TAO,TAO-050
TAO-050-034,10003050-034,福祿里,蘆竹市,桃園縣,034,TAO,TAO-050
TAO-050-035,10003050-035,興榮里,蘆竹市,桃園縣,035,TAO,TAO-050
TAO-050-036,10003050-036,中興里,蘆竹市,桃園縣,036,TAO,TAO-050
TAO-050-037,10003050-037,上興里,蘆竹市,桃園縣,037,TAO,TAO-050
TAO-050-038,10003050-038,營福里,蘆竹市,桃園縣,038,TAO,TAO-050
TAO-060-001,10003060-001,大園村,大園鄉,桃園縣,001,TAO,TAO-060
TAO-060-002,10003060-002,田心村,大園鄉,桃園縣,002,TAO,TAO-060
TAO-060-003,10003060-003,溪海村,大園鄉,桃園縣,003,TAO,TAO-060
TAO-060-004,10003060-004,和平村,大園鄉,桃園縣,004,TAO,TAO-060
TAO-060-005,10003060-005,橫峰村,大園鄉,桃園縣,005,TAO,TAO-060
TAO-060-006,10003060-006,五權村,大園鄉,桃園縣,006,TAO,TAO-060
TAO-060-007,10003060-007,埔心村,大園鄉,桃園縣,007,TAO,TAO-060
TAO-060-008,10003060-008,大海村,大園鄉,桃園縣,008,TAO,TAO-060
TAO-060-010,10003060-010,三石村,大園鄉,桃園縣,010,TAO,TAO-060
TAO-060-011,10003060-011,菓林村,大園鄉,桃園縣,011,TAO,TAO-060
TAO-060-012,10003060-012,竹圍村,大園鄉,桃園縣,012,TAO,TAO-060
TAO-060-013,10003060-013,海口村,大園鄉,桃園縣,013,TAO,TAO-060
TAO-060-014,10003060-014,沙崙村,大園鄉,桃園縣,014,TAO,TAO-060
TAO-060-015,10003060-015,後厝村,大園鄉,桃園縣,015,TAO,TAO-060
TAO-060-016,10003060-016,圳頭村,大園鄉,桃園縣,016,TAO,TAO-060
TAO-060-017,10003060-017,內海村,大園鄉,桃園縣,017,TAO,TAO-060
TAO-060-018,10003060-018,北港村,大園鄉,桃園縣,018,TAO,TAO-060
TAO-060-019,10003060-019,南港村,大園鄉,桃園縣,019,TAO,TAO-060
TAO-070-001,10003070-001,楓樹村,龜山鄉,桃園縣,001,TAO,TAO-070
TAO-070-002,10003070-002,龜山村,龜山鄉,桃園縣,002,TAO,TAO-070
TAO-070-003,10003070-003,兔坑村,龜山鄉,桃園縣,003,TAO,TAO-070
TAO-070-004,10003070-004,大同村,龜山鄉,桃園縣,004,TAO,TAO-070
TAO-070-005,10003070-005,山福村,龜山鄉,桃園縣,005,TAO,TAO-070
TAO-070-006,10003070-006,山頂村,龜山鄉,桃園縣,006,TAO,TAO-070
TAO-070-007,10003070-007,陸光村,龜山鄉,桃園縣,007,TAO,TAO-070
TAO-070-008,10003070-008,精忠村,龜山鄉,桃園縣,008,TAO,TAO-070
TAO-070-009,10003070-009,公西村,龜山鄉,桃園縣,009,TAO,TAO-070
TAO-070-010,10003070-010,樂善村,龜山鄉,桃園縣,010,TAO,TAO-070
TAO-070-011,10003070-011,南上村,龜山鄉,桃園縣,011,TAO,TAO-070
TAO-070-012,10003070-012,大坑村,龜山鄉,桃園縣,012,TAO,TAO-070
TAO-070-013,10003070-013,中興村,龜山鄉,桃園縣,013,TAO,TAO-070
TAO-070-014,10003070-014,山德村,龜山鄉,桃園縣,014,TAO,TAO-070
TAO-070-015,10003070-015,新路村,龜山鄉,桃園縣,015,TAO,TAO-070
TAO-070-016,10003070-016,嶺頂村,龜山鄉,桃園縣,016,TAO,TAO-070
TAO-070-017,10003070-017,龍壽村,龜山鄉,桃園縣,017,TAO,TAO-070
TAO-070-018,10003070-018,舊路村,龜山鄉,桃園縣,018,TAO,TAO-070
TAO-070-019,10003070-019,大崗村,龜山鄉,桃園縣,019,TAO,TAO-070
TAO-070-020,10003070-020,文化村,龜山鄉,桃園縣,020,TAO,TAO-070
TAO-070-021,10003070-021,南美村,龜山鄉,桃園縣,021,TAO,TAO-070
TAO-070-022,10003070-022,幸福村,龜山鄉,桃園縣,022,TAO,TAO-070
TAO-070-023,10003070-023,福源村,龜山鄉,桃園縣,023,TAO,TAO-070
TAO-070-024,10003070-024,龍華村,龜山鄉,桃園縣,024,TAO,TAO-070
TAO-070-025,10003070-025,迴龍村,龜山鄉,桃園縣,025,TAO,TAO-070
TAO-070-026,10003070-026,新嶺村,龜山鄉,桃園縣,026,TAO,TAO-070
TAO-070-027,10003070-027,大湖村,龜山鄉,桃園縣,027,TAO,TAO-070
TAO-070-028,10003070-028,大華村,龜山鄉,桃園縣,028,TAO,TAO-070
TAO-070-029,10003070-029,長庚村,龜山鄉,桃園縣,029,TAO,TAO-070
TAO-070-030,10003070-030,新興村,龜山鄉,桃園縣,030,TAO,TAO-070
TAO-080-001,10003080-001,興仁里,八德市,桃園縣,001,TAO,TAO-080
TAO-080-002,10003080-002,福興里,八德市,桃園縣,002,TAO,TAO-080
TAO-080-003,10003080-003,瑞豐里,八德市,桃園縣,003,TAO,TAO-080
TAO-080-004,10003080-004,瑞發里,八德市,桃園縣,004,TAO,TAO-080
TAO-080-005,10003080-005,瑞德里,八德市,桃園縣,005,TAO,TAO-080
TAO-080-006,10003080-006,瑞祥里,八德市,桃園縣,006,TAO,TAO-080
TAO-080-007,10003080-007,廣興里,八德市,桃園縣,007,TAO,TAO-080
TAO-080-008,10003080-008,廣隆里,八德市,桃園縣,008,TAO,TAO-080
TAO-080-009,10003080-009,竹園里,八德市,桃園縣,009,TAO,TAO-080
TAO-080-010,10003080-010,霄裡里,八德市,桃園縣,010,TAO,TAO-080
TAO-080-011,10003080-011,茄苳里,八德市,桃園縣,011,TAO,TAO-080
TAO-080-012,10003080-012,高明里,八德市,桃園縣,012,TAO,TAO-080
TAO-080-013,10003080-013,白鷺里,八德市,桃園縣,013,TAO,TAO-080
TAO-080-014,10003080-014,大湳里,八德市,桃園縣,014,TAO,TAO-080
TAO-080-015,10003080-015,大安里,八德市,桃園縣,015,TAO,TAO-080
TAO-080-016,10003080-016,大興里,八德市,桃園縣,016,TAO,TAO-080
TAO-080-017,10003080-017,大和里,八德市,桃園縣,017,TAO,TAO-080
TAO-080-018,10003080-018,大同里,八德市,桃園縣,018,TAO,TAO-080
TAO-080-019,10003080-019,大成里,八德市,桃園縣,019,TAO,TAO-080
TAO-080-020,10003080-020,大義里,八德市,桃園縣,020,TAO,TAO-080
TAO-080-021,10003080-021,大忠里,八德市,桃園縣,021,TAO,TAO-080
TAO-080-022,10003080-022,大福里,八德市,桃園縣,022,TAO,TAO-080
TAO-080-023,10003080-023,大勇里,八德市,桃園縣,023,TAO,TAO-080
TAO-080-024,10003080-024,大信里,八德市,桃園縣,024,TAO,TAO-080
TAO-080-025,10003080-025,大華里,八德市,桃園縣,025,TAO,TAO-080
TAO-080-026,10003080-026,大仁里,八德市,桃園縣,026,TAO,TAO-080
TAO-080-027,10003080-027,大智里,八德市,桃園縣,027,TAO,TAO-080
TAO-080-028,10003080-028,瑞泰里,八德市,桃園縣,028,TAO,TAO-080
