ivid,id,name,town,county,vid,icid,itid
NAN-010-005,10008010-005,南投里,南投市,南投縣,005,NAN,NAN-010
NAN-010-006,10008010-006,彰仁里,南投市,南投縣,006,NAN,NAN-010
NAN-010-007,10008010-007,崇文里,南投市,南投縣,007,NAN,NAN-010
NAN-010-008,10008010-008,漳興里,南投市,南投縣,008,NAN,NAN-010
NAN-010-009,10008010-009,漳和里,南投市,南投縣,009,NAN,NAN-010
NAN-010-010,10008010-010,軍功里,南投市,南投縣,010,NAN,NAN-010
NAN-010-011,10008010-011,東山里,南投市,南投縣,011,NAN,NAN-010
NAN-010-012,10008010-012,平和里,南投市,南投縣,012,NAN,NAN-010
NAN-010-013,10008010-013,振興里,南投市,南投縣,013,NAN,NAN-010
NAN-010-014,10008010-014,千秋里,南投市,南投縣,014,NAN,NAN-010
NAN-010-015,10008010-015,三興里,南投市,南投縣,015,NAN,NAN-010
NAN-010-016,10008010-016,三和里,南投市,南投縣,016,NAN,NAN-010
NAN-010-017,10008010-017,嘉興里,南投市,南投縣,017,NAN,NAN-010
NAN-010-018,10008010-018,嘉和里,南投市,南投縣,018,NAN,NAN-010
NAN-010-019,10008010-019,福山里,南投市,南投縣,019,NAN,NAN-010
NAN-010-020,10008010-020,永興里,南投市,南投縣,020,NAN,NAN-010
NAN-010-021,10008010-021,鳳鳴里,南投市,南投縣,021,NAN,NAN-010
NAN-010-022,10008010-022,鳳山里,南投市,南投縣,022,NAN,NAN-010
NAN-010-023,10008010-023,平山里,南投市,南投縣,023,NAN,NAN-010
NAN-010-024,10008010-024,新興里,南投市,南投縣,024,NAN,NAN-010
NAN-010-025,10008010-025,永豐里,南投市,南投縣,025,NAN,NAN-010
NAN-010-026,10008010-026,福興里,南投市,南投縣,026,NAN,NAN-010
NAN-010-027,10008010-027,營北里,南投市,南投縣,027,NAN,NAN-010
NAN-010-028,10008010-028,營南里,南投市,南投縣,028,NAN,NAN-010
NAN-010-029,10008010-029,內興里,南投市,南投縣,029,NAN,NAN-010
NAN-010-030,10008010-030,內新里,南投市,南投縣,030,NAN,NAN-010
NAN-010-031,10008010-031,光華里,南投市,南投縣,031,NAN,NAN-010
NAN-010-032,10008010-032,光榮里,南投市,南投縣,032,NAN,NAN-010
NAN-010-033,10008010-033,光明里,南投市,南投縣,033,NAN,NAN-010
NAN-010-034,10008010-034,光輝里,南投市,南投縣,034,NAN,NAN-010
NAN-020-001,10008020-001,東門里,埔里鎮,南投縣,001,NAN,NAN-020
NAN-020-002,10008020-002,南門里,埔里鎮,南投縣,002,NAN,NAN-020
NAN-020-003,10008020-003,西門里,埔里鎮,南投縣,003,NAN,NAN-020
NAN-020-004,10008020-004,北門里,埔里鎮,南投縣,004,NAN,NAN-020
NAN-020-005,10008020-005,同聲里,埔里鎮,南投縣,005,NAN,NAN-020
NAN-020-006,10008020-006,薰化里,埔里鎮,南投縣,006,NAN,NAN-020
NAN-020-007,10008020-007,清新里,埔里鎮,南投縣,007,NAN,NAN-020
NAN-020-008,10008020-008,大城里,埔里鎮,南投縣,008,NAN,NAN-020
NAN-020-009,10008020-009,籃城里,埔里鎮,南投縣,009,NAN,NAN-020
NAN-020-010,10008020-010,枇杷里,埔里鎮,南投縣,010,NAN,NAN-020
NAN-020-011,10008020-011,水頭里,埔里鎮,南投縣,011,NAN,NAN-020
NAN-020-012,10008020-012,麒麟里,埔里鎮,南投縣,012,NAN,NAN-020
NAN-020-013,10008020-013,珠格里,埔里鎮,南投縣,013,NAN,NAN-020
NAN-020-014,10008020-014,溪南里,埔里鎮,南投縣,014,NAN,NAN-020
NAN-020-015,10008020-015,桃米里,埔里鎮,南投縣,015,NAN,NAN-020
NAN-020-016,10008020-016,成功里,埔里鎮,南投縣,016,NAN,NAN-020
NAN-020-017,10008020-017,南村里,埔里鎮,南投縣,017,NAN,NAN-020
NAN-020-018,10008020-018,愛蘭里,埔里鎮,南投縣,018,NAN,NAN-020
NAN-020-019,10008020-019,鐵山里,埔里鎮,南投縣,019,NAN,NAN-020
NAN-020-020,10008020-020,房里里,埔里鎮,南投縣,020,NAN,NAN-020
NAN-020-021,10008020-021,向善里,埔里鎮,南投縣,021,NAN,NAN-020
NAN-020-022,10008020-022,一新里,埔里鎮,南投縣,022,NAN,NAN-020
NAN-020-023,10008020-023,廣成里,埔里鎮,南投縣,023,NAN,NAN-020
NAN-020-024,10008020-024,史港里,埔里鎮,南投縣,024,NAN,NAN-020
NAN-020-025,10008020-025,福興里,埔里鎮,南投縣,025,NAN,NAN-020
NAN-020-026,10008020-026,牛眠里,埔里鎮,南投縣,026,NAN,NAN-020
NAN-020-027,10008020-027,大湳里,埔里鎮,南投縣,027,NAN,NAN-020
NAN-020-028,10008020-028,蜈蚣里,埔里鎮,南投縣,028,NAN,NAN-020
NAN-020-029,10008020-029,合成里,埔里鎮,南投縣,029,NAN,NAN-020
NAN-020-030,10008020-030,北安里,埔里鎮,南投縣,030,NAN,NAN-020
NAN-020-031,10008020-031,杷城里,埔里鎮,南投縣,031,NAN,NAN-020
NAN-020-032,10008020-032,北梅里,埔里鎮,南投縣,032,NAN,NAN-020
NAN-020-033,10008020-033,泰安里,埔里鎮,南投縣,033,NAN,NAN-020
NAN-030-001,10008030-001,玉峰里,草屯鎮,南投縣,001,NAN,NAN-030
NAN-030-002,10008030-002,炎峰里,草屯鎮,南投縣,002,NAN,NAN-030
NAN-030-003,10008030-003,和平里,草屯鎮,南投縣,003,NAN,NAN-030
NAN-030-004,10008030-004,敦和里,草屯鎮,南投縣,004,NAN,NAN-030
NAN-030-005,10008030-005,山腳里,草屯鎮,南投縣,005,NAN,NAN-030
NAN-030-006,10008030-006,富寮里,草屯鎮,南投縣,006,NAN,NAN-030
NAN-030-007,10008030-007,御史里,草屯鎮,南投縣,007,NAN,NAN-030
NAN-030-008,10008030-008,新豐里,草屯鎮,南投縣,008,NAN,NAN-030
NAN-030-009,10008030-009,碧峰里,草屯鎮,南投縣,009,NAN,NAN-030
NAN-030-010,10008030-010,碧洲里,草屯鎮,南投縣,010,NAN,NAN-030
NAN-030-011,10008030-011,復興里,草屯鎮,南投縣,011,NAN,NAN-030
NAN-030-012,10008030-012,上林里,草屯鎮,南投縣,012,NAN,NAN-030
NAN-030-013,10008030-013,新庄里,草屯鎮,南投縣,013,NAN,NAN-030
NAN-030-014,10008030-014,北投里,草屯鎮,南投縣,014,NAN,NAN-030
NAN-030-015,10008030-015,石川里,草屯鎮,南投縣,015,NAN,NAN-030
NAN-030-016,10008030-016,加老里,草屯鎮,南投縣,016,NAN,NAN-030
NAN-030-017,10008030-017,北勢里,草屯鎮,南投縣,017,NAN,NAN-030
NAN-030-018,10008030-018,中原里,草屯鎮,南投縣,018,NAN,NAN-030
NAN-030-019,10008030-019,南埔里,草屯鎮,南投縣,019,NAN,NAN-030
NAN-030-020,10008030-020,土城里,草屯鎮,南投縣,020,NAN,NAN-030
NAN-030-021,10008030-021,坪頂里,草屯鎮,南投縣,021,NAN,NAN-030
NAN-030-022,10008030-022,雙冬里,草屯鎮,南投縣,022,NAN,NAN-030
NAN-030-023,10008030-023,平林里,草屯鎮,南投縣,023,NAN,NAN-030
NAN-030-024,10008030-024,中正里,草屯鎮,南投縣,024,NAN,NAN-030
NAN-030-025,10008030-025,中山里,草屯鎮,南投縣,025,NAN,NAN-030
NAN-030-026,10008030-026,明正里,草屯鎮,南投縣,026,NAN,NAN-030
NAN-030-027,10008030-027,新厝里,草屯鎮,南投縣,027,NAN,NAN-030
NAN-040-001,10008040-001,竹山里,竹山鎮,南投縣,001,NAN,NAN-040
NAN-040-002,10008040-002,中正里,竹山鎮,南投縣,002,NAN,NAN-040
NAN-040-003,10008040-003,中山里,竹山鎮,南投縣,003,NAN,NAN-040
NAN-040-004,10008040-004,雲林里,竹山鎮,南投縣,004,NAN,NAN-040
NAN-040-005,10008040-005,硘磘里,竹山鎮,南投縣,005,NAN,NAN-040
NAN-040-006,10008040-006,下坪里,竹山鎮,南投縣,006,NAN,NAN-040
NAN-040-007,10008040-007,桂林里,竹山鎮,南投縣,007,NAN,NAN-040
NAN-040-008,10008040-008,中和里,竹山鎮,南投縣,008,NAN,NAN-040
NAN-040-009,10008040-009,中崎里,竹山鎮,南投縣,009,NAN,NAN-040
NAN-040-010,10008040-010,德興里,竹山鎮,南投縣,010,NAN,NAN-040
NAN-040-011,10008040-011,延平里,竹山鎮,南投縣,011,NAN,NAN-040
NAN-040-012,10008040-012,延正里,竹山鎮,南投縣,012,NAN,NAN-040
NAN-040-013,10008040-013,延山里,竹山鎮,南投縣,013,NAN,NAN-040
NAN-040-014,10008040-014,延和里,竹山鎮,南投縣,014,NAN,NAN-040
NAN-040-015,10008040-015,山崇里,竹山鎮,南投縣,015,NAN,NAN-040
NAN-040-016,10008040-016,社寮里,竹山鎮,南投縣,016,NAN,NAN-040
NAN-040-017,10008040-017,中央里,竹山鎮,南投縣,017,NAN,NAN-040
NAN-040-018,10008040-018,富州里,竹山鎮,南投縣,018,NAN,NAN-040
NAN-040-019,10008040-019,大鞍里,竹山鎮,南投縣,019,NAN,NAN-040
NAN-040-020,10008040-020,田子里,竹山鎮,南投縣,020,NAN,NAN-040
NAN-040-021,10008040-021,福興里,竹山鎮,南投縣,021,NAN,NAN-040
NAN-040-022,10008040-022,鯉魚里,竹山鎮,南投縣,022,NAN,NAN-040
NAN-040-023,10008040-023,瑞竹里,竹山鎮,南投縣,023,NAN,NAN-040
NAN-040-024,10008040-024,坪頂里,竹山鎮,南投縣,024,NAN,NAN-040
NAN-040-025,10008040-025,桶頭里,竹山鎮,南投縣,025,NAN,NAN-040
NAN-040-026,10008040-026,秀林里,竹山鎮,南投縣,026,NAN,NAN-040
NAN-040-027,10008040-027,延祥里,竹山鎮,南投縣,027,NAN,NAN-040
NAN-040-028,10008040-028,竹圍里,竹山鎮,南投縣,028,NAN,NAN-040
NAN-050-001,10008050-001,集集里,集集鎮,南投縣,001,NAN,NAN-050
NAN-050-002,10008050-002,和平里,集集鎮,南投縣,002,NAN,NAN-050
NAN-050-003,10008050-003,林尾里,集集鎮,南投縣,003,NAN,NAN-050
NAN-050-004,10008050-004,田寮里,集集鎮,南投縣,004,NAN,NAN-050
NAN-050-005,10008050-005,隘寮里,集集鎮,南投縣,005,NAN,NAN-050
NAN-050-006,10008050-006,玉映里,集集鎮,南投縣,006,NAN,NAN-050
NAN-050-007,10008050-007,吳厝里,集集鎮,南投縣,007,NAN,NAN-050
NAN-050-008,10008050-008,八張里,集集鎮,南投縣,008,NAN,NAN-050
NAN-050-009,10008050-009,永昌里,集集鎮,南投縣,009,NAN,NAN-050
NAN-050-010,10008050-010,富山里,集集鎮,南投縣,010,NAN,NAN-050
NAN-050-011,10008050-011,廣明里,集集鎮,南投縣,011,NAN,NAN-050
NAN-060-001,10008060-001,南雅村,名間鄉,南投縣,001,NAN,NAN-060
NAN-060-002,10008060-002,中正村,名間鄉,南投縣,002,NAN,NAN-060
NAN-060-003,10008060-003,中山村,名間鄉,南投縣,003,NAN,NAN-060
NAN-060-004,10008060-004,濁水村,名間鄉,南投縣,004,NAN,NAN-060
NAN-060-005,10008060-005,炭寮村,名間鄉,南投縣,005,NAN,NAN-060
NAN-060-006,10008060-006,新民村,名間鄉,南投縣,006,NAN,NAN-060
NAN-060-007,10008060-007,新街村,名間鄉,南投縣,007,NAN,NAN-060
NAN-060-008,10008060-008,東湖村,名間鄉,南投縣,008,NAN,NAN-060
NAN-060-009,10008060-009,萬丹村,名間鄉,南投縣,009,NAN,NAN-060
NAN-060-010,10008060-010,田仔村,名間鄉,南投縣,010,NAN,NAN-060
NAN-060-011,10008060-011,大庄村,名間鄉,南投縣,011,NAN,NAN-060
NAN-060-012,10008060-012,廍下村,名間鄉,南投縣,012,NAN,NAN-060
NAN-060-013,10008060-013,大坑村,名間鄉,南投縣,013,NAN,NAN-060
NAN-060-014,10008060-014,竹圍村,名間鄉,南投縣,014,NAN,NAN-060
NAN-060-015,10008060-015,赤水村,名間鄉,南投縣,015,NAN,NAN-060
NAN-060-016,10008060-016,三崙村,名間鄉,南投縣,016,NAN,NAN-060
NAN-060-017,10008060-017,松山村,名間鄉,南投縣,017,NAN,NAN-060
NAN-060-018,10008060-018,松柏村,名間鄉,南投縣,018,NAN,NAN-060
NAN-060-019,10008060-019,埔中村,名間鄉,南投縣,019,NAN,NAN-060
NAN-060-020,10008060-020,崁腳村,名間鄉,南投縣,020,NAN,NAN-060
NAN-060-021,10008060-021,新厝村,名間鄉,南投縣,021,NAN,NAN-060
NAN-060-022,10008060-022,新光村,名間鄉,南投縣,022,NAN,NAN-060
NAN-060-023,10008060-023,仁和村,名間鄉,南投縣,023,NAN,NAN-060
NAN-070-001,10008070-001,鹿谷村,鹿谷鄉,南投縣,001,NAN,NAN-070
NAN-070-002,10008070-002,初鄉村,鹿谷鄉,南投縣,002,NAN,NAN-070
NAN-070-003,10008070-003,彰雅村,鹿谷鄉,南投縣,003,NAN,NAN-070
NAN-070-004,10008070-004,廣興村,鹿谷鄉,南投縣,004,NAN,NAN-070
NAN-070-005,10008070-005,內湖村,鹿谷鄉,南投縣,005,NAN,NAN-070
NAN-070-006,10008070-006,竹林村,鹿谷鄉,南投縣,006,NAN,NAN-070
NAN-070-007,10008070-007,竹豐村,鹿谷鄉,南投縣,007,NAN,NAN-070
NAN-070-008,10008070-008,和雅村,鹿谷鄉,南投縣,008,NAN,NAN-070
NAN-070-009,10008070-009,鳳凰村,鹿谷鄉,南投縣,009,NAN,NAN-070
NAN-070-010,10008070-010,永隆村,鹿谷鄉,南投縣,010,NAN,NAN-070
NAN-070-011,10008070-011,秀峰村,鹿谷鄉,南投縣,011,NAN,NAN-070
NAN-070-012,10008070-012,清水村,鹿谷鄉,南投縣,012,NAN,NAN-070
NAN-070-013,10008070-013,瑞田村,鹿谷鄉,南投縣,013,NAN,NAN-070
NAN-080-001,10008080-001,廣興村,中寮鄉,南投縣,001,NAN,NAN-080
NAN-080-002,10008080-002,崁頂村,中寮鄉,南投縣,002,NAN,NAN-080
NAN-080-003,10008080-003,八仙村,中寮鄉,南投縣,003,NAN,NAN-080
NAN-080-004,10008080-004,和興村,中寮鄉,南投縣,004,NAN,NAN-080
NAN-080-005,10008080-005,福盛村,中寮鄉,南投縣,005,NAN,NAN-080
NAN-080-006,10008080-006,永平村,中寮鄉,南投縣,006,NAN,NAN-080
NAN-080-007,10008080-007,復興村,中寮鄉,南投縣,007,NAN,NAN-080
NAN-080-008,10008080-008,中寮村,中寮鄉,南投縣,008,NAN,NAN-080
NAN-080-009,10008080-009,廣福村,中寮鄉,南投縣,009,NAN,NAN-080
NAN-080-010,10008080-010,永福村,中寮鄉,南投縣,010,NAN,NAN-080
NAN-080-011,10008080-011,義和村,中寮鄉,南投縣,011,NAN,NAN-080
NAN-080-012,10008080-012,清水村,中寮鄉,南投縣,012,NAN,NAN-080
NAN-080-013,10008080-013,龍安村,中寮鄉,南投縣,013,NAN,NAN-080
NAN-080-014,10008080-014,龍岩村,中寮鄉,南投縣,014,NAN,NAN-080
NAN-080-015,10008080-015,永和村,中寮鄉,南投縣,015,NAN,NAN-080
NAN-080-016,10008080-016,內城村,中寮鄉,南投縣,016,NAN,NAN-080
NAN-080-017,10008080-017,永芳村,中寮鄉,南投縣,017,NAN,NAN-080
NAN-080-018,10008080-018,爽文村,中寮鄉,南投縣,018,NAN,NAN-080
NAN-090-001,10008090-001,東池村,魚池鄉,南投縣,001,NAN,NAN-090
NAN-090-002,10008090-002,魚池村,魚池鄉,南投縣,002,NAN,NAN-090
NAN-090-003,10008090-003,中明村,魚池鄉,南投縣,003,NAN,NAN-090
NAN-090-004,10008090-004,新城村,魚池鄉,南投縣,004,NAN,NAN-090
NAN-090-005,10008090-005,大林村,魚池鄉,南投縣,005,NAN,NAN-090
NAN-090-006,10008090-006,東光村,魚池鄉,南投縣,006,NAN,NAN-090
NAN-090-007,10008090-007,共和村,魚池鄉,南投縣,007,NAN,NAN-090
NAN-090-008,10008090-008,大雁村,魚池鄉,南投縣,008,NAN,NAN-090
NAN-090-009,10008090-009,五城村,魚池鄉,南投縣,009,NAN,NAN-090
NAN-090-010,10008090-010,水社村,魚池鄉,南投縣,010,NAN,NAN-090
NAN-090-011,10008090-011,頭社村,魚池鄉,南投縣,011,NAN,NAN-090
NAN-090-012,10008090-012,武登村,魚池鄉,南投縣,012,NAN,NAN-090
NAN-090-013,10008090-013,日月村,魚池鄉,南投縣,013,NAN,NAN-090
NAN-100-001,10008100-001,國姓村,國姓鄉,南投縣,001,NAN,NAN-100
NAN-100-002,10008100-002,石門村,國姓鄉,南投縣,002,NAN,NAN-100
NAN-100-003,10008100-003,大旗村,國姓鄉,南投縣,003,NAN,NAN-100
NAN-100-004,10008100-004,北港村,國姓鄉,南投縣,004,NAN,NAN-100
NAN-100-005,10008100-005,長流村,國姓鄉,南投縣,005,NAN,NAN-100
NAN-100-006,10008100-006,長福村,國姓鄉,南投縣,006,NAN,NAN-100
NAN-100-007,10008100-007,福龜村,國姓鄉,南投縣,007,NAN,NAN-100
NAN-100-008,10008100-008,乾溝村,國姓鄉,南投縣,008,NAN,NAN-100
NAN-100-009,10008100-009,柑林村,國姓鄉,南投縣,009,NAN,NAN-100
NAN-100-010,10008100-010,北山村,國姓鄉,南投縣,010,NAN,NAN-100
NAN-100-011,10008100-011,南港村,國姓鄉,南投縣,011,NAN,NAN-100
NAN-100-012,10008100-012,大石村,國姓鄉,南投縣,012,NAN,NAN-100
NAN-100-013,10008100-013,長豐村,國姓鄉,南投縣,013,NAN,NAN-100
NAN-110-001,10008110-001,水里村,水里鄉,南投縣,001,NAN,NAN-110
NAN-110-002,10008110-002,農富村,水里鄉,南投縣,002,NAN,NAN-110
NAN-110-003,10008110-003,新城村,水里鄉,南投縣,003,NAN,NAN-110
NAN-110-004,10008110-004,中央村,水里鄉,南投縣,004,NAN,NAN-110
NAN-110-005,10008110-005,城中村,水里鄉,南投縣,005,NAN,NAN-110
NAN-110-006,10008110-006,北埔村,水里鄉,南投縣,006,NAN,NAN-110
NAN-110-007,10008110-007,鉅工村,水里鄉,南投縣,007,NAN,NAN-110
NAN-110-008,10008110-008,永豐村,水里鄉,南投縣,008,NAN,NAN-110
NAN-110-009,10008110-009,頂崁村,水里鄉,南投縣,009,NAN,NAN-110
NAN-110-010,10008110-010,車埕村,水里鄉,南投縣,010,NAN,NAN-110
NAN-110-011,10008110-011,新興村,水里鄉,南投縣,011,NAN,NAN-110
NAN-110-012,10008110-012,新山村,水里鄉,南投縣,012,NAN,NAN-110
NAN-110-013,10008110-013,郡坑村,水里鄉,南投縣,013,NAN,NAN-110
NAN-110-014,10008110-014,上安村,水里鄉,南投縣,014,NAN,NAN-110
NAN-110-015,10008110-015,民和村,水里鄉,南投縣,015,NAN,NAN-110
NAN-110-016,10008110-016,永興村,水里鄉,南投縣,016,NAN,NAN-110
NAN-110-017,10008110-017,玉峰村,水里鄉,南投縣,017,NAN,NAN-110
NAN-110-018,10008110-018,興隆村,水里鄉,南投縣,018,NAN,NAN-110
NAN-110-019,10008110-019,南光村,水里鄉,南投縣,019,NAN,NAN-110
NAN-120-001,10008120-001,人和村,信義鄉,南投縣,001,NAN,NAN-120
NAN-120-002,10008120-002,地利村,信義鄉,南投縣,002,NAN,NAN-120
NAN-120-003,10008120-003,潭南村,信義鄉,南投縣,003,NAN,NAN-120
NAN-120-004,10008120-004,明德村,信義鄉,南投縣,004,NAN,NAN-120
NAN-120-005,10008120-005,愛國村,信義鄉,南投縣,005,NAN,NAN-120
NAN-120-006,10008120-006,自強村,信義鄉,南投縣,006,NAN,NAN-120
NAN-120-007,10008120-007,羅娜村,信義鄉,南投縣,007,NAN,NAN-120
NAN-120-008,10008120-008,望美村,信義鄉,南投縣,008,NAN,NAN-120
NAN-120-009,10008120-009,同富村,信義鄉,南投縣,009,NAN,NAN-120
NAN-120-010,10008120-010,神木村,信義鄉,南投縣,010,NAN,NAN-120
NAN-120-011,10008120-011,東埔村,信義鄉,南投縣,011,NAN,NAN-120
NAN-120-012,10008120-012,雙龍村,信義鄉,南投縣,012,NAN,NAN-120
NAN-120-013,10008120-013,新鄉村,信義鄉,南投縣,013,NAN,NAN-120
NAN-120-014,10008120-014,豐丘村,信義鄉,南投縣,014,NAN,NAN-120
NAN-130-001,10008130-001,法治村,仁愛鄉,南投縣,001,NAN,NAN-130
NAN-130-002,10008130-002,中正村,仁愛鄉,南投縣,002,NAN,NAN-130
NAN-130-003,10008130-003,互助村,仁愛鄉,南投縣,003,NAN,NAN-130
NAN-130-004,10008130-004,新生村,仁愛鄉,南投縣,004,NAN,NAN-130
NAN-130-005,10008130-005,力行村,仁愛鄉,南投縣,005,NAN,NAN-130
NAN-130-006,10008130-006,發祥村,仁愛鄉,南投縣,006,NAN,NAN-130
NAN-130-007,10008130-007,合作村,仁愛鄉,南投縣,007,NAN,NAN-130
NAN-130-008,10008130-008,親愛村,仁愛鄉,南投縣,008,NAN,NAN-130
NAN-130-009,10008130-009,大同村,仁愛鄉,南投縣,009,NAN,NAN-130
NAN-130-010,10008130-010,南豐村,仁愛鄉,南投縣,010,NAN,NAN-130
NAN-130-011,10008130-011,春陽村,仁愛鄉,南投縣,011,NAN,NAN-130
NAN-130-012,10008130-012,精英村,仁愛鄉,南投縣,012,NAN,NAN-130
NAN-130-013,10008130-013,萬豐村,仁愛鄉,南投縣,013,NAN,NAN-130
NAN-130-014,10008130-014,榮興村,仁愛鄉,南投縣,014,NAN,NAN-130
NAN-130-015,10008130-015,翠華村,仁愛鄉,南投縣,015,NAN,NAN-130
NAN-130-016,10008130-016,都達村,仁愛鄉,南投縣,016,NAN,NAN-130
YUN-010-001,10009010-001,忠孝里,斗六市,雲林縣,001,YUN,YUN-010
YUN-010-002,10009010-002,仁愛里,斗六市,雲林縣,002,YUN,YUN-010
YUN-010-003,10009010-003,信義里,斗六市,雲林縣,003,YUN,YUN-010
YUN-010-004,10009010-004,四維里,斗六市,雲林縣,004,YUN,YUN-010
YUN-010-005,10009010-005,太平里,斗六市,雲林縣,005,YUN,YUN-010
YUN-010-006,10009010-006,中和里,斗六市,雲林縣,006,YUN,YUN-010
YUN-010-007,10009010-007,光興里,斗六市,雲林縣,007,YUN,YUN-010
YUN-010-008,10009010-008,三平里,斗六市,雲林縣,008,YUN,YUN-010
YUN-010-009,10009010-009,八德里,斗六市,雲林縣,009,YUN,YUN-010
YUN-010-010,10009010-010,鎮北里,斗六市,雲林縣,010,YUN,YUN-010
YUN-010-011,10009010-011,龍潭里,斗六市,雲林縣,011,YUN,YUN-010
YUN-010-012,10009010-012,鎮南里,斗六市,雲林縣,012,YUN,YUN-010
YUN-010-013,10009010-013,林頭里,斗六市,雲林縣,013,YUN,YUN-010
YUN-010-014,10009010-014,重光里,斗六市,雲林縣,014,YUN,YUN-010
YUN-010-015,10009010-015,溝埧里,斗六市,雲林縣,015,YUN,YUN-010
YUN-010-016,10009010-016,江厝里,斗六市,雲林縣,016,YUN,YUN-010
YUN-010-017,10009010-017,三光里,斗六市,雲林縣,017,YUN,YUN-010
YUN-010-018,10009010-018,崙峯里,斗六市,雲林縣,018,YUN,YUN-010
YUN-010-019,10009010-019,嘉東里,斗六市,雲林縣,019,YUN,YUN-010
YUN-010-020,10009010-020,久安里,斗六市,雲林縣,020,YUN,YUN-010
YUN-010-021,10009010-021,長平里,斗六市,雲林縣,021,YUN,YUN-010
YUN-010-022,10009010-022,保庄里,斗六市,雲林縣,022,YUN,YUN-010
YUN-010-023,10009010-023,虎溪里,斗六市,雲林縣,023,YUN,YUN-010
YUN-010-024,10009010-024,梅林里,斗六市,雲林縣,024,YUN,YUN-010
YUN-010-025,10009010-025,湖山里,斗六市,雲林縣,025,YUN,YUN-010
YUN-010-026,10009010-026,榴中里,斗六市,雲林縣,026,YUN,YUN-010
YUN-010-027,10009010-027,榴北里,斗六市,雲林縣,027,YUN,YUN-010
YUN-010-028,10009010-028,榴南里,斗六市,雲林縣,028,YUN,YUN-010
YUN-010-029,10009010-029,溪洲里,斗六市,雲林縣,029,YUN,YUN-010
YUN-010-030,10009010-030,長安里,斗六市,雲林縣,030,YUN,YUN-010
YUN-010-031,10009010-031,十三里,斗六市,雲林縣,031,YUN,YUN-010
YUN-010-032,10009010-032,鎮東里,斗六市,雲林縣,032,YUN,YUN-010
YUN-010-033,10009010-033,鎮西里,斗六市,雲林縣,033,YUN,YUN-010
YUN-010-034,10009010-034,公正里,斗六市,雲林縣,034,YUN,YUN-010
YUN-010-035,10009010-035,社口里,斗六市,雲林縣,035,YUN,YUN-010
YUN-010-036,10009010-036,公誠里,斗六市,雲林縣,036,YUN,YUN-010
YUN-010-037,10009010-037,明德里,斗六市,雲林縣,037,YUN,YUN-010
YUN-010-038,10009010-038,成功里,斗六市,雲林縣,038,YUN,YUN-010
YUN-020-001,10009020-001,東仁里,斗南鎮,雲林縣,001,YUN,YUN-020
YUN-020-002,10009020-002,西岐里,斗南鎮,雲林縣,002,YUN,YUN-020
YUN-020-003,10009020-003,南昌里,斗南鎮,雲林縣,003,YUN,YUN-020
YUN-020-004,10009020-004,北銘里,斗南鎮,雲林縣,004,YUN,YUN-020
YUN-020-005,10009020-005,中天里,斗南鎮,雲林縣,005,YUN,YUN-020
YUN-020-006,10009020-006,舊社里,斗南鎮,雲林縣,006,YUN,YUN-020
YUN-020-007,10009020-007,林子里,斗南鎮,雲林縣,007,YUN,YUN-020
YUN-020-008,10009020-008,石龜里,斗南鎮,雲林縣,008,YUN,YUN-020
YUN-020-009,10009020-009,靖興里,斗南鎮,雲林縣,009,YUN,YUN-020
YUN-020-010,10009020-010,新南里,斗南鎮,雲林縣,010,YUN,YUN-020
YUN-020-011,10009020-011,阿丹里,斗南鎮,雲林縣,011,YUN,YUN-020
YUN-020-012,10009020-012,將軍里,斗南鎮,雲林縣,012,YUN,YUN-020
YUN-020-013,10009020-013,東明里,斗南鎮,雲林縣,013,YUN,YUN-020
YUN-020-014,10009020-014,新光里,斗南鎮,雲林縣,014,YUN,YUN-020
YUN-020-015,10009020-015,田頭里,斗南鎮,雲林縣,015,YUN,YUN-020
YUN-020-016,10009020-016,明昌里,斗南鎮,雲林縣,016,YUN,YUN-020
YUN-020-017,10009020-017,大東里,斗南鎮,雲林縣,017,YUN,YUN-020
YUN-020-018,10009020-018,埤麻里,斗南鎮,雲林縣,018,YUN,YUN-020
YUN-020-019,10009020-019,西伯里,斗南鎮,雲林縣,019,YUN,YUN-020
YUN-020-020,10009020-020,新崙里,斗南鎮,雲林縣,020,YUN,YUN-020
YUN-020-021,10009020-021,小東里,斗南鎮,雲林縣,021,YUN,YUN-020
YUN-020-022,10009020-022,石溪里,斗南鎮,雲林縣,022,YUN,YUN-020
YUN-030-001,10009030-001,中山里,虎尾鎮,雲林縣,001,YUN,YUN-030
YUN-030-002,10009030-002,新興里,虎尾鎮,雲林縣,002,YUN,YUN-030
YUN-030-003,10009030-003,東仁里,虎尾鎮,雲林縣,003,YUN,YUN-030
YUN-030-004,10009030-004,公安里,虎尾鎮,雲林縣,004,YUN,YUN-030
YUN-030-005,10009030-005,德興里,虎尾鎮,雲林縣,005,YUN,YUN-030
YUN-030-006,10009030-006,西安里,虎尾鎮,雲林縣,006,YUN,YUN-030
YUN-030-007,10009030-007,安慶里,虎尾鎮,雲林縣,007,YUN,YUN-030
YUN-030-008,10009030-008,平和里,虎尾鎮,雲林縣,008,YUN,YUN-030
YUN-030-009,10009030-009,興南里,虎尾鎮,雲林縣,009,YUN,YUN-030
YUN-030-010,10009030-010,新吉里,虎尾鎮,雲林縣,010,YUN,YUN-030
YUN-030-011,10009030-011,穎川里,虎尾鎮,雲林縣,011,YUN,YUN-030
